instance,population_size,generations,crossover_rate,mutation_rate,elite_size,tournament_size,stagnation,seed,threads,initial_value,initial_weight,optimal_value,difference,gap_percent,selected_item_indices
n_1000_1,4,1,0.8500,0.0050,1,2,1,1,1,9993825456,9993820333,9999946233,6120777,0.061208,"358 401 403 428 434 435 437 441 452 474 491 506 512 514 520 525 527 531 536 550 561 575 576 582 583 587 589 590 599 602 605 620 621 640 644 645 655 660 668 673 679 680 684 685 687 689 690 694 699 708 713 716 719 720 721 722 727 728 729 735 741 742 747 748 749 753 762 765 768 774 775 778 780 790 791 794 798 800 803 806 810 813 818 819 824 826 829 832 833 836 838 842 845 853 855 858 860 865 867 868 873 874 878 879 882 885 886 887 892 895 897 900 901 902 903 904 905 906 907 908 909 910 911 912 913 914 915 916 917 918 919 920 921 922 923 924 925 926 927 928 929 930 931 932 933 934 935 936 937 938 939 940 941 942 943 944 945 946 947 948 949 950 951 952 953 954 955 956 957 958 959 960 961 962 963 964 965 966 967 968 969 970 971 972 973 974 975 976 977 978 979 980 981 982 983 984 985 986 987 988 989 990 991 992 993 994 995 996 997 998 999"
