instance,population_size,generations,crossover_rate,mutation_rate,elite_size,tournament_size,stagnation,seed,threads,initial_value,best_value,total_weight,optimal_value,difference,gap_percent,stop_generation,elapsed_s
n_1000_1,4,1,0.8500,0.0050,1,2,1,1,1,9993825456,9997825906,9997820761,9999946233,2120327,0.021203,1,0.0159
