instance,population_size,generations,crossover_rate,mutation_rate,elite_size,tournament_size,stagnation,seed,threads,initial_value,best_value,total_weight,optimal_value,difference,gap_percent,stop_generation,elapsed_s
n_1000_1,80,300,0.8500,0.0100,5,3,50,4,8,9999826041,9999826895,9999821073,9999946233,119338,0.001193,244,0.3155
n_1000_1,80,300,0.8500,0.0100,5,3,50,12,8,9999826005,9999827020,9999821343,9999946233,119213,0.001192,262,0.3381
n_1000_1,80,300,0.8500,0.0100,5,3,50,202,8,9999826150,9999827061,9999821305,9999946233,119172,0.001192,300,0.3847
n_1000_1,80,300,0.8500,0.0100,5,3,100,4,8,9999826041,9999826897,9999821066,9999946233,119336,0.001193,300,0.3927
n_1000_1,80,300,0.8500,0.0100,5,3,100,12,8,9999826005,9999827026,9999821304,9999946233,119207,0.001192,300,0.3881
n_1000_1,80,300,0.8500,0.0100,5,3,100,202,8,9999826150,9999827061,9999821305,9999946233,119172,0.001192,300,0.3911
n_1000_1,80,300,0.8500,0.0100,5,5,50,4,8,9999826041,9999827084,9999821584,9999946233,119149,0.001191,265,0.3380
n_1000_1,80,300,0.8500,0.0100,5,5,50,12,8,9999826005,9999827103,9999821505,9999946233,119130,0.001191,274,0.3580
n_1000_1,80,300,0.8500,0.0100,5,5,50,202,8,9999826150,9999827159,9999821505,9999946233,119074,0.001191,277,0.3545
n_1000_1,80,300,0.8500,0.0100,5,5,100,4,8,9999826041,9999827099,9999821600,9999946233,119134,0.001191,300,0.3845
n_1000_1,80,300,0.8500,0.0100,5,5,100,12,8,9999826005,9999827103,9999821505,9999946233,119130,0.001191,300,0.3895
n_1000_1,80,300,0.8500,0.0100,5,5,100,202,8,9999826150,9999827167,9999821521,9999946233,119066,0.001191,300,0.3865
n_1000_1,80,300,0.9500,0.0050,3,3,50,4,8,9999826041,9999827031,9999821247,9999946233,119202,0.001192,286,0.3814
n_1000_1,80,300,0.9500,0.0050,3,3,50,12,8,9999826005,9999827032,9999821456,9999946233,119201,0.001192,300,0.3889
n_1000_1,80,300,0.9500,0.0050,3,3,50,202,8,9999826150,9999826979,9999821231,9999946233,119254,0.001193,216,0.2767
n_1000_1,80,300,0.9500,0.0050,3,3,100,4,8,9999826041,9999827031,9999821247,9999946233,119202,0.001192,300,0.3854
n_1000_1,80,300,0.9500,0.0050,3,3,100,12,8,9999826005,9999827032,9999821456,9999946233,119201,0.001192,300,0.3884
n_1000_1,80,300,0.9500,0.0050,3,3,100,202,8,9999826150,9999827026,9999821437,9999946233,119207,0.001192,300,0.3894
n_1000_1,80,300,0.9500,0.0050,3,5,50,4,8,9999826041,9999827130,9999821707,9999946233,119103,0.001191,272,0.3563
n_1000_1,80,300,0.9500,0.0050,3,5,50,12,8,9999826005,9999827124,9999821514,9999946233,119109,0.001191,300,0.3944
n_1000_1,80,300,0.9500,0.0050,3,5,50,202,8,9999826150,9999827102,9999821604,9999946233,119131,0.001191,300,0.3880
n_1000_1,80,300,0.9500,0.0050,3,5,100,4,8,9999826041,9999827130,9999821707,9999946233,119103,0.001191,300,0.3910
n_1000_1,80,300,0.9500,0.0050,3,5,100,12,8,9999826005,9999827124,9999821514,9999946233,119109,0.001191,300,0.3885
n_1000_1,80,300,0.9500,0.0050,3,5,100,202,8,9999826150,9999827102,9999821604,9999946233,119131,0.001191,300,0.3902
n_1000_1,80,300,0.9500,0.0050,5,3,50,4,8,9999826041,9999826973,9999821464,9999946233,119260,0.001193,300,0.3827
n_1000_1,80,300,0.9500,0.0050,5,3,50,12,8,9999826005,9999826980,9999821354,9999946233,119253,0.001193,300,0.3792
n_1000_1,80,300,0.9500,0.0050,5,3,50,202,8,9999826150,9999827089,9999821431,9999946233,119144,0.001191,300,0.3807
n_1000_1,80,300,0.9500,0.0050,5,3,100,4,8,9999826041,9999826973,9999821464,9999946233,119260,0.001193,300,0.3882
n_1000_1,80,300,0.9500,0.0050,5,3,100,12,8,9999826005,9999826980,9999821354,9999946233,119253,0.001193,300,0.3822
n_1000_1,80,300,0.9500,0.0050,5,3,100,202,8,9999826150,9999827089,9999821431,9999946233,119144,0.001191,300,0.3762
n_1000_1,80,300,0.9500,0.0050,5,5,50,4,8,9999826041,9999827034,9999821651,9999946233,119199,0.001192,300,0.3912
n_1000_1,80,300,0.9500,0.0050,5,5,50,12,8,9999826005,9999827104,9999821572,9999946233,119129,0.001191,300,0.3810
n_1000_1,80,300,0.9500,0.0050,5,5,50,202,8,9999826150,9999827161,9999821623,9999946233,119072,0.001191,300,0.3800
n_1000_1,80,300,0.9500,0.0050,5,5,100,4,8,9999826041,9999827034,9999821651,9999946233,119199,0.001192,300,0.3855
n_1000_1,80,300,0.9500,0.0050,5,5,100,12,8,9999826005,9999827104,9999821572,9999946233,119129,0.001191,300,0.3945
n_1000_1,80,300,0.9500,0.0050,5,5,100,202,8,9999826150,9999827161,9999821623,9999946233,119072,0.001191,300,0.3855
n_1000_1,80,300,0.9500,0.0100,3,3,50,4,8,9999826041,9999826877,9999821058,9999946233,119356,0.001194,300,0.4025
n_1000_1,80,300,0.9500,0.0100,3,3,50,12,8,9999826005,9999827007,9999821266,9999946233,119226,0.001192,300,0.4035
n_1000_1,80,300,0.9500,0.0100,3,3,50,202,8,9999826150,9999826945,9999821274,9999946233,119288,0.001193,281,0.3690
n_1000_1,80,300,0.9500,0.0100,3,3,100,4,8,9999826041,9999826877,9999821058,9999946233,119356,0.001194,300,0.3955
n_1000_1,80,300,0.9500,0.0100,3,3,100,12,8,9999826005,9999827007,9999821266,9999946233,119226,0.001192,300,0.3965
n_1000_1,80,300,0.9500,0.0100,3,3,100,202,8,9999826150,9999826947,9999821201,9999946233,119286,0.001193,300,0.3980
n_1000_1,80,300,0.9500,0.0100,3,5,50,4,8,9999826041,9999827081,9999821584,9999946233,119152,0.001192,258,0.3354
n_1000_1,80,300,0.9500,0.0100,3,5,50,12,8,9999826005,9999827005,9999821532,9999946233,119228,0.001192,236,0.3139
n_1000_1,80,300,0.9500,0.0100,3,5,50,202,8,9999826150,9999827118,9999821348,9999946233,119115,0.001191,163,0.2148
n_1000_1,80,300,0.9500,0.0100,3,5,100,4,8,9999826041,9999827103,9999821645,9999946233,119130,0.001191,300,0.3950
n_1000_1,80,300,0.9500,0.0100,3,5,100,12,8,9999826005,9999827005,9999821532,9999946233,119228,0.001192,286,0.3755
n_1000_1,80,300,0.9500,0.0100,3,5,100,202,8,9999826150,9999827192,9999821550,9999946233,119041,0.001190,300,0.3970
n_1000_1,80,300,0.9500,0.0100,5,3,50,4,8,9999826041,9999826984,9999821124,9999946233,119249,0.001192,272,0.4836
n_1000_1,80,300,0.9500,0.0100,5,3,50,12,8,9999826005,9999826970,9999821095,9999946233,119263,0.001193,300,0.3845
n_1000_1,80,300,0.9500,0.0100,5,3,50,202,8,9999826150,9999826973,9999821195,9999946233,119260,0.001193,300,0.5197
n_1000_1,80,300,0.9500,0.0100,5,3,100,4,8,9999826041,9999827020,9999821206,9999946233,119213,0.001192,300,0.3875
n_1000_1,80,300,0.9500,0.0100,5,3,100,12,8,9999826005,9999826970,9999821095,9999946233,119263,0.001193,300,0.3780
n_1000_1,80,300,0.9500,0.0100,5,3,100,202,8,9999826150,9999826973,9999821195,9999946233,119260,0.001193,300,0.3825
n_1000_1,80,300,0.9500,0.0100,5,5,50,4,8,9999826041,9999827134,9999821560,9999946233,119099,0.001191,272,0.3469
n_1000_1,80,300,0.9500,0.0100,5,5,50,12,8,9999826005,9999827112,9999821603,9999946233,119121,0.001191,259,0.3329
n_1000_1,80,300,0.9500,0.0100,5,5,50,202,8,9999826150,9999826998,9999821492,9999946233,119235,0.001192,300,0.3870
n_1000_1,80,300,0.9500,0.0100,5,5,100,4,8,9999826041,9999827134,9999821560,9999946233,119099,0.001191,300,0.3834
n_1000_1,80,300,0.9500,0.0100,5,5,100,12,8,9999826005,9999827112,9999821603,9999946233,119121,0.001191,300,0.3819
n_1000_1,80,300,0.9500,0.0100,5,5,100,202,8,9999826150,9999826998,9999821492,9999946233,119235,0.001192,300,0.3879
n_1000_1,80,500,0.8500,0.0050,3,3,50,4,8,9999826041,9999827111,9999821488,9999946233,119122,0.001191,336,0.4369
n_1000_1,80,500,0.8500,0.0050,3,3,50,12,8,9999826005,9999827046,9999821520,9999946233,119187,0.001192,370,0.4850
n_1000_1,80,500,0.8500,0.0050,3,3,50,202,8,9999826150,9999827068,9999821331,9999946233,119165,0.001192,317,0.4184
n_1000_1,80,500,0.8500,0.0050,3,3,100,4,8,9999826041,9999827121,9999821561,9999946233,119112,0.001191,485,0.6347
n_1000_1,80,500,0.8500,0.0050,3,3,100,12,8,9999826005,9999827046,9999821520,9999946233,119187,0.001192,420,0.5476
n_1000_1,80,500,0.8500,0.0050,3,3,100,202,8,9999826150,9999827068,9999821331,9999946233,119165,0.001192,367,0.4756
n_1000_1,80,500,0.8500,0.0050,3,5,50,4,8,9999826041,9999827305,9999821986,9999946233,118928,0.001189,489,0.6308
n_1000_1,80,500,0.8500,0.0050,3,5,50,12,8,9999826005,9999827142,9999821711,9999946233,119091,0.001191,355,0.4676
n_1000_1,80,500,0.8500,0.0050,3,5,50,202,8,9999826150,9999827162,9999821602,9999946233,119071,0.001191,463,0.6053
n_1000_1,80,500,0.8500,0.0050,3,5,100,4,8,9999826041,9999827305,9999821986,9999946233,118928,0.001189,500,0.6494
n_1000_1,80,500,0.8500,0.0050,3,5,100,12,8,9999826005,9999827142,9999821711,9999946233,119091,0.001191,405,0.5232
n_1000_1,80,500,0.8500,0.0050,3,5,100,202,8,9999826150,9999827165,9999821656,9999946233,119068,0.001191,500,0.6449
n_1000_1,80,500,0.8500,0.0050,5,3,50,4,8,9999826041,9999827008,9999821221,9999946233,119225,0.001192,222,0.2864
n_1000_1,80,500,0.8500,0.0050,5,3,50,12,8,9999826005,9999827131,9999821619,9999946233,119102,0.001191,423,0.5362
n_1000_1,80,500,0.8500,0.0050,5,3,50,202,8,9999826150,9999827008,9999821420,9999946233,119225,0.001192,255,0.3254
n_1000_1,80,500,0.8500,0.0050,5,3,100,4,8,9999826041,9999827089,9999821445,9999946233,119144,0.001191,500,0.6393
n_1000_1,80,500,0.8500,0.0050,5,3,100,12,8,9999826005,9999827131,9999821619,9999946233,119102,0.001191,473,0.5972
n_1000_1,80,500,0.8500,0.0050,5,3,100,202,8,9999826150,9999827181,9999821626,9999946233,119052,0.001191,500,0.6383
n_1000_1,80,500,0.8500,0.0050,5,5,50,4,8,9999826041,9999827201,9999821796,9999946233,119032,0.001190,500,0.6323
n_1000_1,80,500,0.8500,0.0050,5,5,50,12,8,9999826005,9999827190,9999821810,9999946233,119043,0.001190,351,0.4436
n_1000_1,80,500,0.8500,0.0050,5,5,50,202,8,9999826150,9999827212,9999821730,9999946233,119021,0.001190,298,0.3780
n_1000_1,80,500,0.8500,0.0050,5,5,100,4,8,9999826041,9999827201,9999821796,9999946233,119032,0.001190,500,0.6346
n_1000_1,80,500,0.8500,0.0050,5,5,100,12,8,9999826005,9999827190,9999821810,9999946233,119043,0.001190,401,0.5059
n_1000_1,80,500,0.8500,0.0050,5,5,100,202,8,9999826150,9999827257,9999821862,9999946233,118976,0.001190,500,0.6401
n_1000_1,80,500,0.8500,0.0100,3,3,50,4,8,9999826041,9999827003,9999821302,9999946233,119230,0.001192,500,0.6551
n_1000_1,80,500,0.8500,0.0100,3,3,50,12,8,9999826005,9999826970,9999821251,9999946233,119263,0.001193,375,0.4989
n_1000_1,80,500,0.8500,0.0100,3,3,50,202,8,9999826150,9999826972,9999821286,9999946233,119261,0.001193,448,0.5855
n_1000_1,80,500,0.8500,0.0100,3,3,100,4,8,9999826041,9999827003,9999821302,9999946233,119230,0.001192,500,0.6641
n_1000_1,80,500,0.8500,0.0100,3,3,100,12,8,9999826005,9999827034,9999821379,9999946233,119199,0.001192,500,0.6546
n_1000_1,80,500,0.8500,0.0100,3,3,100,202,8,9999826150,9999827015,9999821288,9999946233,119218,0.001192,500,0.6558
n_1000_1,80,500,0.8500,0.0100,3,5,50,4,8,9999826041,9999827173,9999821777,9999946233,119060,0.001191,402,0.5247
n_1000_1,80,500,0.8500,0.0100,3,5,50,12,8,9999826005,9999826990,9999821393,9999946233,119243,0.001192,314,0.4110
n_1000_1,80,500,0.8500,0.0100,3,5,50,202,8,9999826150,9999827170,9999821523,9999946233,119063,0.001191,336,0.4411
n_1000_1,80,500,0.8500,0.0100,3,5,100,4,8,9999826041,9999827173,9999821777,9999946233,119060,0.001191,452,0.5968
n_1000_1,80,500,0.8500,0.0100,3,5,100,12,8,9999826005,9999827058,9999821471,9999946233,119175,0.001192,500,0.6644
n_1000_1,80,500,0.8500,0.0100,3,5,100,202,8,9999826150,9999827170,9999821523,9999946233,119063,0.001191,386,0.5102
n_1000_1,80,500,0.8500,0.0100,5,3,50,4,8,9999826041,9999826895,9999821073,9999946233,119338,0.001193,244,0.3144
n_1000_1,80,500,0.8500,0.0100,5,3,50,12,8,9999826005,9999827020,9999821343,9999946233,119213,0.001192,262,0.3339
n_1000_1,80,500,0.8500,0.0100,5,3,50,202,8,9999826150,9999827140,9999821458,9999946233,119093,0.001191,430,0.5527
n_1000_1,80,500,0.8500,0.0100,5,3,100,4,8,9999826041,9999827016,9999821406,9999946233,119217,0.001192,500,0.6403
n_1000_1,80,500,0.8500,0.0100,5,3,100,12,8,9999826005,9999827112,9999821459,9999946233,119121,0.001191,500,0.6453
n_1000_1,80,500,0.8500,0.0100,5,3,100,202,8,9999826150,9999827140,9999821458,9999946233,119093,0.001191,480,0.6193
n_1000_1,80,500,0.8500,0.0100,5,5,50,4,8,9999826041,9999827084,9999821584,9999946233,119149,0.001191,265,0.3454
n_1000_1,80,500,0.8500,0.0100,5,5,50,12,8,9999826005,9999827103,9999821505,9999946233,119130,0.001191,274,0.3479
n_1000_1,80,500,0.8500,0.0100,5,5,50,202,8,9999826150,9999827159,9999821505,9999946233,119074,0.001191,277,0.3564
n_1000_1,80,500,0.8500,0.0100,5,5,100,4,8,9999826041,9999827156,9999821703,9999946233,119077,0.001191,430,0.5568
n_1000_1,80,500,0.8500,0.0100,5,5,100,12,8,9999826005,9999827177,9999821683,9999946233,119056,0.001191,500,0.6539
n_1000_1,80,500,0.8500,0.0100,5,5,100,202,8,9999826150,9999827202,9999821558,9999946233,119031,0.001190,500,0.6439
n_1000_1,80,500,0.9500,0.0050,3,3,50,4,8,9999826041,9999827031,9999821247,9999946233,119202,0.001192,286,0.3755
n_1000_1,80,500,0.9500,0.0050,3,3,50,12,8,9999826005,9999827040,9999821443,9999946233,119193,0.001192,393,0.5177
n_1000_1,80,500,0.9500,0.0050,3,3,50,202,8,9999826150,9999826979,9999821231,9999946233,119254,0.001193,216,0.2794
n_1000_1,80,500,0.9500,0.0050,3,3,100,4,8,9999826041,9999827031,9999821247,9999946233,119202,0.001192,336,0.4336
n_1000_1,80,500,0.9500,0.0050,3,3,100,12,8,9999826005,9999827062,9999821449,9999946233,119171,0.001192,500,0.6463
n_1000_1,80,500,0.9500,0.0050,3,3,100,202,8,9999826150,9999827029,9999821502,9999946233,119204,0.001192,425,0.5547
n_1000_1,80,500,0.9500,0.0050,3,5,50,4,8,9999826041,9999827130,9999821707,9999946233,119103,0.001191,272,0.3560
n_1000_1,80,500,0.9500,0.0050,3,5,50,12,8,9999826005,9999827189,9999821700,9999946233,119044,0.001190,478,0.6238
n_1000_1,80,500,0.9500,0.0050,3,5,50,202,8,9999826150,9999827115,9999821678,9999946233,119118,0.001191,415,0.5342
n_1000_1,80,500,0.9500,0.0050,3,5,100,4,8,9999826041,9999827173,9999821739,9999946233,119060,0.001191,500,0.6663
n_1000_1,80,500,0.9500,0.0050,3,5,100,12,8,9999826005,9999827189,9999821700,9999946233,119044,0.001190,500,0.6433
n_1000_1,80,500,0.9500,0.0050,3,5,100,202,8,9999826150,9999827146,9999821795,9999946233,119087,0.001191,500,0.6538
n_1000_1,80,500,0.9500,0.0050,5,3,50,4,8,9999826041,9999827020,9999821592,9999946233,119213,0.001192,468,0.5947
n_1000_1,80,500,0.9500,0.0050,5,3,50,12,8,9999826005,9999827047,9999821470,9999946233,119186,0.001192,386,0.4856
n_1000_1,80,500,0.9500,0.0050,5,3,50,202,8,9999826150,9999827089,9999821431,9999946233,119144,0.001191,309,0.4045
n_1000_1,80,500,0.9500,0.0050,5,3,100,4,8,9999826041,9999827020,9999821592,9999946233,119213,0.001192,500,0.7896
n_1000_1,80,500,0.9500,0.0050,5,3,100,12,8,9999826005,9999827047,9999821470,9999946233,119186,0.001192,436,0.5539
n_1000_1,80,500,0.9500,0.0050,5,3,100,202,8,9999826150,9999827097,9999821486,9999946233,119136,0.001191,412,0.6620
n_1000_1,80,500,0.9500,0.0050,5,5,50,4,8,9999826041,9999827064,9999821628,9999946233,119169,0.001192,416,0.5248
n_1000_1,80,500,0.9500,0.0050,5,5,50,12,8,9999826005,9999827176,9999821763,9999946233,119057,0.001191,429,0.5418
n_1000_1,80,500,0.9500,0.0050,5,5,50,202,8,9999826150,9999827171,9999821716,9999946233,119062,0.001191,354,0.4497
n_1000_1,80,500,0.9500,0.0050,5,5,100,4,8,9999826041,9999827080,9999821667,9999946233,119153,0.001192,500,0.6359
n_1000_1,80,500,0.9500,0.0050,5,5,100,12,8,9999826005,9999827194,9999821844,9999946233,119039,0.001190,500,0.6389
n_1000_1,80,500,0.9500,0.0050,5,5,100,202,8,9999826150,9999827183,9999821713,9999946233,119050,0.001191,490,0.6318
n_1000_1,80,500,0.9500,0.0100,3,3,50,4,8,9999826041,9999826913,9999821042,9999946233,119320,0.001193,386,0.5041
n_1000_1,80,500,0.9500,0.0100,3,3,50,12,8,9999826005,9999827007,9999821266,9999946233,119226,0.001192,313,0.4115
n_1000_1,80,500,0.9500,0.0100,3,3,50,202,8,9999826150,9999826945,9999821274,9999946233,119288,0.001193,281,0.3745
n_1000_1,80,500,0.9500,0.0100,3,3,100,4,8,9999826041,9999826913,9999821042,9999946233,119320,0.001193,436,0.5754
n_1000_1,80,500,0.9500,0.0100,3,3,100,12,8,9999826005,9999827007,9999821266,9999946233,119226,0.001192,363,0.4868
n_1000_1,80,500,0.9500,0.0100,3,3,100,202,8,9999826150,9999827023,9999821247,9999946233,119210,0.001192,500,0.6667
n_1000_1,80,500,0.9500,0.0100,3,5,50,4,8,9999826041,9999827081,9999821584,9999946233,119152,0.001192,258,0.3399
n_1000_1,80,500,0.9500,0.0100,3,5,50,12,8,9999826005,9999827005,9999821532,9999946233,119228,0.001192,236,0.3163
n_1000_1,80,500,0.9500,0.0100,3,5,50,202,8,9999826150,9999827118,9999821348,9999946233,119115,0.001191,163,0.2160
n_1000_1,80,500,0.9500,0.0100,3,5,100,4,8,9999826041,9999827103,9999821645,9999946233,119130,0.001191,398,0.5316
n_1000_1,80,500,0.9500,0.0100,3,5,100,12,8,9999826005,9999827005,9999821532,9999946233,119228,0.001192,286,0.3774
n_1000_1,80,500,0.9500,0.0100,3,5,100,202,8,9999826150,9999827192,9999821550,9999946233,119041,0.001190,335,0.4345
n_1000_1,80,500,0.9500,0.0100,5,3,50,4,8,9999826041,9999826984,9999821124,9999946233,119249,0.001192,272,0.3522
n_1000_1,80,500,0.9500,0.0100,5,3,50,12,8,9999826005,9999826970,9999821095,9999946233,119263,0.001193,335,0.4369
n_1000_1,80,500,0.9500,0.0100,5,3,50,202,8,9999826150,9999827026,9999821233,9999946233,119207,0.001192,390,0.5095
n_1000_1,80,500,0.9500,0.0100,5,3,100,4,8,9999826041,9999827115,9999821319,9999946233,119118,0.001191,500,0.6375
n_1000_1,80,500,0.9500,0.0100,5,3,100,12,8,9999826005,9999827012,9999821273,9999946233,119221,0.001192,500,0.6485
n_1000_1,80,500,0.9500,0.0100,5,3,100,202,8,9999826150,9999827097,9999821358,9999946233,119136,0.001191,500,0.6345
n_1000_1,80,500,0.9500,0.0100,5,5,50,4,8,9999826041,9999827134,9999821560,9999946233,119099,0.001191,272,0.3531
n_1000_1,80,500,0.9500,0.0100,5,5,50,12,8,9999826005,9999827112,9999821603,9999946233,119121,0.001191,259,0.3311
n_1000_1,80,500,0.9500,0.0100,5,5,50,202,8,9999826150,9999827000,9999821495,9999946233,119233,0.001192,355,0.4538
n_1000_1,80,500,0.9500,0.0100,5,5,100,4,8,9999826041,9999827134,9999821560,9999946233,119099,0.001191,322,0.4125
n_1000_1,80,500,0.9500,0.0100,5,5,100,12,8,9999826005,9999827112,9999821603,9999946233,119121,0.001191,309,0.3958
n_1000_1,80,500,0.9500,0.0100,5,5,100,202,8,9999826150,9999827039,9999821592,9999946233,119194,0.001192,500,0.6424
n_1000_1,100,300,0.8500,0.0050,3,3,50,4,8,9999826041,9999827113,9999821480,9999946233,119120,0.001191,282,0.4647
n_1000_1,100,300,0.8500,0.0050,3,3,50,12,8,9999826005,9999827071,9999821667,9999946233,119162,0.001192,300,0.4987
n_1000_1,100,300,0.8500,0.0050,3,3,50,202,8,9999826150,9999827124,9999821426,9999946233,119109,0.001191,272,0.4471
n_1000_1,100,300,0.8500,0.0050,3,3,100,4,8,9999826041,9999827126,9999821584,9999946233,119107,0.001191,300,0.5052
n_1000_1,100,300,0.8500,0.0050,3,3,100,12,8,9999826005,9999827071,9999821667,9999946233,119162,0.001192,300,0.4972
n_1000_1,100,300,0.8500,0.0050,3,3,100,202,8,9999826150,9999827138,9999821441,9999946233,119095,0.001191,300,0.5027
n_1000_1,100,300,0.8500,0.0050,3,5,50,4,8,9999826041,9999827203,9999821677,9999946233,119030,0.001190,300,0.4945
n_1000_1,100,300,0.8500,0.0050,3,5,50,12,8,9999826005,9999827151,9999821650,9999946233,119082,0.001191,300,0.4944
n_1000_1,100,300,0.8500,0.0050,3,5,50,202,8,9999826150,9999827214,9999821669,9999946233,119019,0.001190,300,0.5004
n_1000_1,100,300,0.8500,0.0050,3,5,100,4,8,9999826041,9999827203,9999821677,9999946233,119030,0.001190,300,0.5034
n_1000_1,100,300,0.8500,0.0050,3,5,100,12,8,9999826005,9999827151,9999821650,9999946233,119082,0.001191,300,0.4914
n_1000_1,100,300,0.8500,0.0050,3,5,100,202,8,9999826150,9999827214,9999821669,9999946233,119019,0.001190,300,0.4909
n_1000_1,100,300,0.8500,0.0050,5,3,50,4,8,9999826041,9999827059,9999821439,9999946233,119174,0.001192,189,0.3052
n_1000_1,100,300,0.8500,0.0050,5,3,50,12,8,9999826005,9999827040,9999821504,9999946233,119193,0.001192,300,0.4919
n_1000_1,100,300,0.8500,0.0050,5,3,50,202,8,9999826150,9999827108,9999821513,9999946233,119125,0.001191,300,0.4934
n_1000_1,100,300,0.8500,0.0050,5,3,100,4,8,9999826041,9999827078,9999821529,9999946233,119155,0.001192,300,0.4946
n_1000_1,100,300,0.8500,0.0050,5,3,100,12,8,9999826005,9999827040,9999821504,9999946233,119193,0.001192,300,0.4856
