instance,population_size,generations,crossover_rate,mutation_rate,elite_size,tournament_size,stagnation,seed,threads,initial_value,best_value,total_weight,optimal_value,difference,gap_percent,stop_generation,elapsed_s
n_1000_3,80,300,0.9500,0.0100,3,5,50,4,16,9999228097,9999228922,9999225578,9999229281,359,0.000004,300,0.4323
n_1000_3,80,300,0.9500,0.0100,3,5,50,12,16,9999228246,9999228900,9999225552,9999229281,381,0.000004,259,0.3674
n_1000_3,80,300,0.9500,0.0100,3,5,50,202,16,9999228065,9999228925,9999225648,9999229281,356,0.000004,300,0.4121
n_1000_3,80,300,0.9500,0.0100,3,5,100,4,16,9999228097,9999228922,9999225578,9999229281,359,0.000004,300,0.4311
n_1000_3,80,300,0.9500,0.0100,3,5,100,12,16,9999228246,9999228905,9999225606,9999229281,376,0.000004,300,0.4461
n_1000_3,80,300,0.9500,0.0100,3,5,100,202,16,9999228065,9999228925,9999225648,9999229281,356,0.000004,300,0.4225
n_1000_3,80,300,0.9500,0.0100,5,3,50,4,16,9999228097,9999228846,9999225461,9999229281,435,0.000004,300,0.4240
n_1000_3,80,300,0.9500,0.0100,5,3,50,12,16,9999228246,9999228910,9999225519,9999229281,371,0.000004,300,0.4237
n_1000_3,80,300,0.9500,0.0100,5,3,50,202,16,9999228065,9999228837,9999225324,9999229281,444,0.000004,205,0.2860
n_1000_3,80,300,0.9500,0.0100,5,3,100,4,16,9999228097,9999228846,9999225461,9999229281,435,0.000004,300,0.4062
n_1000_3,80,300,0.9500,0.0100,5,3,100,12,16,9999228246,9999228910,9999225519,9999229281,371,0.000004,300,0.4428
n_1000_3,80,300,0.9500,0.0100,5,3,100,202,16,9999228065,9999228873,9999225418,9999229281,408,0.000004,300,0.4233
n_1000_3,80,300,0.9500,0.0100,5,5,50,4,16,9999228097,9999228903,9999225721,9999229281,378,0.000004,252,0.3472
n_1000_3,80,300,0.9500,0.0100,5,5,50,12,16,9999228246,9999228831,9999225363,9999229281,450,0.000005,203,0.2856
n_1000_3,80,300,0.9500,0.0100,5,5,50,202,16,9999228065,9999228939,9999225835,9999229281,342,0.000003,300,0.4123
n_1000_3,80,300,0.9500,0.0100,5,5,100,4,16,9999228097,9999228921,9999225761,9999229281,360,0.000004,300,0.4318
n_1000_3,80,300,0.9500,0.0100,5,5,100,12,16,9999228246,9999228862,9999225514,9999229281,419,0.000004,300,0.4077
n_1000_3,80,300,0.9500,0.0100,5,5,100,202,16,9999228065,9999228939,9999225835,9999229281,342,0.000003,300,0.4227
n_1000_3,80,500,0.8500,0.0050,3,3,50,4,16,9999228097,9999228890,9999225519,9999229281,391,0.000004,274,0.3777
n_1000_3,80,500,0.8500,0.0050,3,3,50,12,16,9999228246,9999228937,9999225858,9999229281,344,0.000003,478,0.6783
n_1000_3,80,500,0.8500,0.0050,3,3,50,202,16,9999228065,9999228872,9999225592,9999229281,409,0.000004,288,0.4133
n_1000_3,80,500,0.8500,0.0050,3,3,100,4,16,9999228097,9999228890,9999225519,9999229281,391,0.000004,324,0.4629
n_1000_3,80,500,0.8500,0.0050,3,3,100,12,16,9999228246,9999228937,9999225858,9999229281,344,0.000003,500,0.7004
n_1000_3,80,500,0.8500,0.0050,3,3,100,202,16,9999228065,9999228872,9999225592,9999229281,409,0.000004,338,0.4684
n_1000_3,80,500,0.8500,0.0050,3,5,50,4,16,9999228097,9999228941,9999225826,9999229281,340,0.000003,304,0.4373
n_1000_3,80,500,0.8500,0.0050,3,5,50,12,16,9999228246,9999228969,9999225969,9999229281,312,0.000003,422,0.5972
n_1000_3,80,500,0.8500,0.0050,3,5,50,202,16,9999228065,9999228895,9999225595,9999229281,386,0.000004,215,0.3125
n_1000_3,80,500,0.8500,0.0050,3,5,100,4,16,9999228097,9999228941,9999225826,9999229281,340,0.000003,354,0.4879
n_1000_3,80,500,0.8500,0.0050,3,5,100,12,16,9999228246,9999228997,9999226134,9999229281,284,0.000003,500,0.6884
n_1000_3,80,500,0.8500,0.0050,3,5,100,202,16,9999228065,9999228960,9999225837,9999229281,321,0.000003,495,0.7109
n_1000_3,80,500,0.8500,0.0050,5,3,50,4,16,9999228097,9999228933,9999225688,9999229281,348,0.000003,282,0.3933
n_1000_3,80,500,0.8500,0.0050,5,3,50,12,16,9999228246,9999228938,9999225791,9999229281,343,0.000003,363,0.4890
n_1000_3,80,500,0.8500,0.0050,5,3,50,202,16,9999228065,9999228916,9999225857,9999229281,365,0.000004,381,0.5176
n_1000_3,80,500,0.8500,0.0050,5,3,100,4,16,9999228097,9999228936,9999225746,9999229281,345,0.000003,436,0.6003
n_1000_3,80,500,0.8500,0.0050,5,3,100,12,16,9999228246,9999228959,9999225874,9999229281,322,0.000003,500,0.6910
n_1000_3,80,500,0.8500,0.0050,5,3,100,202,16,9999228065,9999228952,9999225962,9999229281,329,0.000003,500,0.6724
n_1000_3,80,500,0.8500,0.0050,5,5,50,4,16,9999228097,9999228921,9999225890,9999229281,360,0.000004,289,0.3959
n_1000_3,80,500,0.8500,0.0050,5,5,50,12,16,9999228246,9999228917,9999225730,9999229281,364,0.000004,237,0.3312
n_1000_3,80,500,0.8500,0.0050,5,5,50,202,16,9999228065,9999228950,9999225936,9999229281,331,0.000003,361,0.4901
n_1000_3,80,500,0.8500,0.0050,5,5,100,4,16,9999228097,9999228922,9999225955,9999229281,359,0.000004,396,0.5552
n_1000_3,80,500,0.8500,0.0050,5,5,100,12,16,9999228246,9999228962,9999226002,9999229281,319,0.000003,500,0.7170
n_1000_3,80,500,0.8500,0.0050,5,5,100,202,16,9999228065,9999228960,9999225994,9999229281,321,0.000003,500,0.7365
n_1000_3,80,500,0.8500,0.0100,3,3,50,4,16,9999228097,9999228812,9999225334,9999229281,469,0.000005,259,0.3688
n_1000_3,80,500,0.8500,0.0100,3,3,50,12,16,9999228246,9999228819,9999225314,9999229281,462,0.000005,190,0.2731
n_1000_3,80,500,0.8500,0.0100,3,3,50,202,16,9999228065,9999228721,9999225334,9999229281,560,0.000006,405,0.5811
n_1000_3,80,500,0.8500,0.0100,3,3,100,4,16,9999228097,9999228850,9999225572,9999229281,431,0.000004,456,0.6563
n_1000_3,80,500,0.8500,0.0100,3,3,100,12,16,9999228246,9999228895,9999225491,9999229281,386,0.000004,500,0.7394
n_1000_3,80,500,0.8500,0.0100,3,3,100,202,16,9999228065,9999228756,9999225454,9999229281,525,0.000005,500,0.7214
n_1000_3,80,500,0.8500,0.0100,3,5,50,4,16,9999228097,9999228818,9999225446,9999229281,463,0.000005,194,0.2871
n_1000_3,80,500,0.8500,0.0100,3,5,50,12,16,9999228246,9999228927,9999225659,9999229281,354,0.000004,356,0.5080
n_1000_3,80,500,0.8500,0.0100,3,5,50,202,16,9999228065,9999228852,9999225676,9999229281,429,0.000004,324,0.4544
n_1000_3,80,500,0.8500,0.0100,3,5,100,4,16,9999228097,9999228818,9999225446,9999229281,463,0.000005,244,0.3507
n_1000_3,80,500,0.8500,0.0100,3,5,100,12,16,9999228246,9999228953,9999225883,9999229281,328,0.000003,500,0.7169
n_1000_3,80,500,0.8500,0.0100,3,5,100,202,16,9999228065,9999228912,9999225637,9999229281,369,0.000004,500,0.7154
n_1000_3,80,500,0.8500,0.0100,5,3,50,4,16,9999228097,9999228892,9999225445,9999229281,389,0.000004,310,0.4368
n_1000_3,80,500,0.8500,0.0100,5,3,50,12,16,9999228246,9999228867,9999225472,9999229281,414,0.000004,293,0.4093
n_1000_3,80,500,0.8500,0.0100,5,3,50,202,16,9999228065,9999228828,9999225371,9999229281,453,0.000005,246,0.3687
n_1000_3,80,500,0.8500,0.0100,5,3,100,4,16,9999228097,9999228940,9999225686,9999229281,341,0.000003,500,0.6794
n_1000_3,80,500,0.8500,0.0100,5,3,100,12,16,9999228246,9999228890,9999225469,9999229281,391,0.000004,465,0.6518
n_1000_3,80,500,0.8500,0.0100,5,3,100,202,16,9999228065,9999228882,9999225603,9999229281,399,0.000004,500,0.6939
n_1000_3,80,500,0.8500,0.0100,5,5,50,4,16,9999228097,9999228908,9999225640,9999229281,373,0.000004,221,0.3121
n_1000_3,80,500,0.8500,0.0100,5,5,50,12,16,9999228246,9999228982,9999225857,9999229281,299,0.000003,356,0.4865
n_1000_3,80,500,0.8500,0.0100,5,5,50,202,16,9999228065,9999228930,9999225953,9999229281,351,0.000004,491,0.6954
n_1000_3,80,500,0.8500,0.0100,5,5,100,4,16,9999228097,9999228922,9999225702,9999229281,359,0.000004,331,0.4439
n_1000_3,80,500,0.8500,0.0100,5,5,100,12,16,9999228246,9999228987,9999225919,9999229281,294,0.000003,500,0.6799
n_1000_3,80,500,0.8500,0.0100,5,5,100,202,16,9999228065,9999228931,9999225973,9999229281,350,0.000004,500,0.7045
n_1000_3,80,500,0.9500,0.0050,3,3,50,4,16,9999228097,9999228899,9999225567,9999229281,382,0.000004,295,0.4083
n_1000_3,80,500,0.9500,0.0050,3,3,50,12,16,9999228246,9999228881,9999225534,9999229281,400,0.000004,341,0.4855
n_1000_3,80,500,0.9500,0.0050,3,3,50,202,16,9999228065,9999228860,9999225707,9999229281,421,0.000004,434,0.6153
n_1000_3,80,500,0.9500,0.0050,3,3,100,4,16,9999228097,9999228926,9999225601,9999229281,355,0.000004,500,0.7691
n_1000_3,80,500,0.9500,0.0050,3,3,100,12,16,9999228246,9999228881,9999225534,9999229281,400,0.000004,391,0.5517
n_1000_3,80,500,0.9500,0.0050,3,3,100,202,16,9999228065,9999228877,9999225766,9999229281,404,0.000004,500,0.7155
n_1000_3,80,500,0.9500,0.0050,3,5,50,4,16,9999228097,9999228952,9999225846,9999229281,329,0.000003,353,0.5046
n_1000_3,80,500,0.9500,0.0050,3,5,50,12,16,9999228246,9999228867,9999225470,9999229281,414,0.000004,290,0.4088
n_1000_3,80,500,0.9500,0.0050,3,5,50,202,16,9999228065,9999228867,9999225725,9999229281,414,0.000004,289,0.3978
n_1000_3,80,500,0.9500,0.0050,3,5,100,4,16,9999228097,9999228952,9999225846,9999229281,329,0.000003,403,0.5506
n_1000_3,80,500,0.9500,0.0050,3,5,100,12,16,9999228246,9999228867,9999225470,9999229281,414,0.000004,340,0.4635
n_1000_3,80,500,0.9500,0.0050,3,5,100,202,16,9999228065,9999228885,9999225882,9999229281,396,0.000004,448,0.6238
n_1000_3,80,500,0.9500,0.0050,5,3,50,4,16,9999228097,9999228859,9999225678,9999229281,422,0.000004,381,0.5201
n_1000_3,80,500,0.9500,0.0050,5,3,50,12,16,9999228246,9999228876,9999225496,9999229281,405,0.000004,243,0.3282
n_1000_3,80,500,0.9500,0.0050,5,3,50,202,16,9999228065,9999228855,9999225582,9999229281,426,0.000004,295,0.3998
n_1000_3,80,500,0.9500,0.0050,5,3,100,4,16,9999228097,9999228920,9999225784,9999229281,361,0.000004,500,0.6734
n_1000_3,80,500,0.9500,0.0050,5,3,100,12,16,9999228246,9999228876,9999225496,9999229281,405,0.000004,293,0.4003
n_1000_3,80,500,0.9500,0.0050,5,3,100,202,16,9999228065,9999228901,9999225762,9999229281,380,0.000004,500,0.6789
n_1000_3,80,500,0.9500,0.0050,5,5,50,4,16,9999228097,9999229005,9999225983,9999229281,276,0.000003,500,0.6654
n_1000_3,80,500,0.9500,0.0050,5,5,50,12,16,9999228246,9999228901,9999225903,9999229281,380,0.000004,346,0.4805
n_1000_3,80,500,0.9500,0.0050,5,5,50,202,16,9999228065,9999228924,9999225806,9999229281,357,0.000004,308,0.4208
n_1000_3,80,500,0.9500,0.0050,5,5,100,4,16,9999228097,9999229005,9999225983,9999229281,276,0.000003,500,0.7475
n_1000_3,80,500,0.9500,0.0050,5,5,100,12,16,9999228246,9999228901,9999225903,9999229281,380,0.000004,396,0.5401
n_1000_3,80,500,0.9500,0.0050,5,5,100,202,16,9999228065,9999228962,9999225897,9999229281,319,0.000003,500,0.6638
n_1000_3,80,500,0.9500,0.0100,3,3,50,4,16,9999228097,9999228815,9999225482,9999229281,466,0.000005,291,0.4219
n_1000_3,80,500,0.9500,0.0100,3,3,50,12,16,9999228246,9999228847,9999225362,9999229281,434,0.000004,456,0.6313
n_1000_3,80,500,0.9500,0.0100,3,3,50,202,16,9999228065,9999228891,9999225455,9999229281,390,0.000004,500,0.6990
n_1000_3,80,500,0.9500,0.0100,3,3,100,4,16,9999228097,9999228889,9999225604,9999229281,392,0.000004,500,0.7045
n_1000_3,80,500,0.9500,0.0100,3,3,100,12,16,9999228246,9999228849,9999225351,9999229281,432,0.000004,500,0.7100
n_1000_3,80,500,0.9500,0.0100,3,3,100,202,16,9999228065,9999228891,9999225455,9999229281,390,0.000004,500,0.7045
n_1000_3,80,500,0.9500,0.0100,3,5,50,4,16,9999228097,9999228951,9999225717,9999229281,330,0.000003,433,0.6168
n_1000_3,80,500,0.9500,0.0100,3,5,50,12,16,9999228246,9999228900,9999225552,9999229281,381,0.000004,259,0.3763
n_1000_3,80,500,0.9500,0.0100,3,5,50,202,16,9999228065,9999228925,9999225648,9999229281,356,0.000004,313,0.4405
n_1000_3,80,500,0.9500,0.0100,3,5,100,4,16,9999228097,9999228961,9999225732,9999229281,320,0.000003,500,0.7240
n_1000_3,80,500,0.9500,0.0100,3,5,100,12,16,9999228246,9999228949,9999225702,9999229281,332,0.000003,500,0.6799
n_1000_3,80,500,0.9500,0.0100,3,5,100,202,16,9999228065,9999228929,9999225696,9999229281,352,0.000004,426,0.6338
n_1000_3,80,500,0.9500,0.0100,5,3,50,4,16,9999228097,9999228902,9999225678,9999229281,379,0.000004,481,0.6644
n_1000_3,80,500,0.9500,0.0100,5,3,50,12,16,9999228246,9999228921,9999225548,9999229281,360,0.000004,387,0.5346
n_1000_3,80,500,0.9500,0.0100,5,3,50,202,16,9999228065,9999228837,9999225324,9999229281,444,0.000004,205,0.2881
n_1000_3,80,500,0.9500,0.0100,5,3,100,4,16,9999228097,9999228902,9999225678,9999229281,379,0.000004,500,0.6699
n_1000_3,80,500,0.9500,0.0100,5,3,100,12,16,9999228246,9999228925,9999225550,9999229281,356,0.000004,500,0.7110
n_1000_3,80,500,0.9500,0.0100,5,3,100,202,16,9999228065,9999228903,9999225517,9999229281,378,0.000004,500,0.7010
n_1000_3,80,500,0.9500,0.0100,5,5,50,4,16,9999228097,9999228903,9999225721,9999229281,378,0.000004,252,0.3477
n_1000_3,80,500,0.9500,0.0100,5,5,50,12,16,9999228246,9999228831,9999225363,9999229281,450,0.000005,203,0.2831
n_1000_3,80,500,0.9500,0.0100,5,5,50,202,16,9999228065,9999228939,9999225835,9999229281,342,0.000003,334,0.4740
n_1000_3,80,500,0.9500,0.0100,5,5,100,4,16,9999228097,9999228971,9999225866,9999229281,310,0.000003,449,0.6042
n_1000_3,80,500,0.9500,0.0100,5,5,100,12,16,9999228246,9999228915,9999225672,9999229281,366,0.000004,500,0.7009
n_1000_3,80,500,0.9500,0.0100,5,5,100,202,16,9999228065,9999228939,9999225835,9999229281,342,0.000003,384,0.5301
n_1000_3,100,300,0.8500,0.0050,3,3,50,4,16,9999228097,9999228941,9999225556,9999229281,340,0.000003,300,0.5201
n_1000_3,100,300,0.8500,0.0050,3,3,50,12,16,9999228246,9999228943,9999225776,9999229281,338,0.000003,300,0.5401
n_1000_3,100,300,0.8500,0.0050,3,3,50,202,16,9999228065,9999228899,9999225560,9999229281,382,0.000004,300,0.5512
n_1000_3,100,300,0.8500,0.0050,3,3,100,4,16,9999228097,9999228941,9999225556,9999229281,340,0.000003,300,0.5276
n_1000_3,100,300,0.8500,0.0050,3,3,100,12,16,9999228246,9999228943,9999225776,9999229281,338,0.000003,300,0.5567
n_1000_3,100,300,0.8500,0.0050,3,3,100,202,16,9999228065,9999228899,9999225560,9999229281,382,0.000004,300,0.5291
n_1000_3,100,300,0.8500,0.0050,3,5,50,4,16,9999228097,9999228942,9999225832,9999229281,339,0.000003,300,0.5492
n_1000_3,100,300,0.8500,0.0050,3,5,50,12,16,9999228246,9999228921,9999225768,9999229281,360,0.000004,300,0.5377
n_1000_3,100,300,0.8500,0.0050,3,5,50,202,16,9999228065,9999228978,9999225911,9999229281,303,0.000003,300,0.5437
n_1000_3,100,300,0.8500,0.0050,3,5,100,4,16,9999228097,9999228942,9999225832,9999229281,339,0.000003,300,0.5336
n_1000_3,100,300,0.8500,0.0050,3,5,100,12,16,9999228246,9999228921,9999225768,9999229281,360,0.000004,300,0.5261
n_1000_3,100,300,0.8500,0.0050,3,5,100,202,16,9999228065,9999228978,9999225911,9999229281,303,0.000003,300,0.5321
n_1000_3,100,300,0.8500,0.0050,5,3,50,4,16,9999228097,9999228819,9999225466,9999229281,462,0.000005,202,0.3462
n_1000_3,100,300,0.8500,0.0050,5,3,50,12,16,9999228246,9999228922,9999225633,9999229281,359,0.000004,278,0.4805
n_1000_3,100,300,0.8500,0.0050,5,3,50,202,16,9999228065,9999228951,9999225770,9999229281,330,0.000003,300,0.5236
n_1000_3,100,300,0.8500,0.0050,5,3,100,4,16,9999228097,9999228819,9999225466,9999229281,462,0.000005,252,0.4389
n_1000_3,100,300,0.8500,0.0050,5,3,100,12,16,9999228246,9999228924,9999225742,9999229281,357,0.000004,300,0.5371
n_1000_3,100,300,0.8500,0.0050,5,3,100,202,16,9999228065,9999228951,9999225770,9999229281,330,0.000003,300,0.5156
n_1000_3,100,300,0.8500,0.0050,5,5,50,4,16,9999228097,9999228913,9999225784,9999229281,368,0.000004,300,0.5376
n_1000_3,100,300,0.8500,0.0050,5,5,50,12,16,9999228246,9999228920,9999225727,9999229281,361,0.000004,227,0.3953
n_1000_3,100,300,0.8500,0.0050,5,5,50,202,16,9999228065,9999228970,9999225916,9999229281,311,0.000003,300,0.5246
n_1000_3,100,300,0.8500,0.0050,5,5,100,4,16,9999228097,9999228913,9999225784,9999229281,368,0.000004,300,0.5256
n_1000_3,100,300,0.8500,0.0050,5,5,100,12,16,9999228246,9999228930,9999225697,9999229281,351,0.000004,300,0.5361
n_1000_3,100,300,0.8500,0.0050,5,5,100,202,16,9999228065,9999228970,9999225916,9999229281,311,0.000003,300,0.5151
n_1000_3,100,300,0.8500,0.0100,3,3,50,4,16,9999228097,9999228750,9999225219,9999229281,531,0.000005,156,0.2961
n_1000_3,100,300,0.8500,0.0100,3,3,50,12,16,9999228246,9999228799,9999225313,9999229281,482,0.000005,228,0.4304
n_1000_3,100,300,0.8500,0.0100,3,3,50,202,16,9999228065,9999228808,9999225361,9999229281,473,0.000005,300,0.5542
n_1000_3,100,300,0.8500,0.0100,3,3,100,4,16,9999228097,9999228819,9999225438,9999229281,462,0.000005,300,0.5532
n_1000_3,100,300,0.8500,0.0100,3,3,100,12,16,9999228246,9999228857,9999225431,9999229281,424,0.000004,300,0.5472
n_1000_3,100,300,0.8500,0.0100,3,3,100,202,16,9999228065,9999228808,9999225361,9999229281,473,0.000005,300,0.5251
n_1000_3,100,300,0.8500,0.0100,3,5,50,4,16,9999228097,9999228895,9999225454,9999229281,386,0.000004,230,0.4164
n_1000_3,100,300,0.8500,0.0100,3,5,50,12,16,9999228246,9999228891,9999225491,9999229281,390,0.000004,272,0.4980
n_1000_3,100,300,0.8500,0.0100,3,5,50,202,16,9999228065,9999228908,9999225738,9999229281,373,0.000004,300,0.5416
n_1000_3,100,300,0.8500,0.0100,3,5,100,4,16,9999228097,9999228895,9999225454,9999229281,386,0.000004,280,0.5041
n_1000_3,100,300,0.8500,0.0100,3,5,100,12,16,9999228246,9999228896,9999225471,9999229281,385,0.000004,300,0.5482
n_1000_3,100,300,0.8500,0.0100,3,5,100,202,16,9999228065,9999228908,9999225738,9999229281,373,0.000004,300,0.5346
n_1000_3,100,300,0.8500,0.0100,5,3,50,4,16,9999228097,9999228890,9999225536,9999229281,391,0.000004,300,0.5271
n_1000_3,100,300,0.8500,0.0100,5,3,50,12,16,9999228246,9999228927,9999225556,9999229281,354,0.000004,300,0.5406
n_1000_3,100,300,0.8500,0.0100,5,3,50,202,16,9999228065,9999228906,9999225636,9999229281,375,0.000004,300,0.5271
n_1000_3,100,300,0.8500,0.0100,5,3,100,4,16,9999228097,9999228890,9999225536,9999229281,391,0.000004,300,0.5276
n_1000_3,100,300,0.8500,0.0100,5,3,100,12,16,9999228246,9999228927,9999225556,9999229281,354,0.000004,300,0.5235
n_1000_3,100,300,0.8500,0.0100,5,3,100,202,16,9999228065,9999228906,9999225636,9999229281,375,0.000004,300,0.5306
n_1000_3,100,300,0.8500,0.0100,5,5,50,4,16,9999228097,9999228849,9999225519,9999229281,432,0.000004,199,0.3612
n_1000_3,100,300,0.8500,0.0100,5,5,50,12,16,9999228246,9999228887,9999225655,9999229281,394,0.000004,216,0.3742
n_1000_3,100,300,0.8500,0.0100,5,5,50,202,16,9999228065,9999228897,9999225596,9999229281,384,0.000004,235,0.4314
n_1000_3,100,300,0.8500,0.0100,5,5,100,4,16,9999228097,9999228913,9999225762,9999229281,368,0.000004,300,0.5341
n_1000_3,100,300,0.8500,0.0100,5,5,100,12,16,9999228246,9999228887,9999225655,9999229281,394,0.000004,266,0.4760
n_1000_3,100,300,0.8500,0.0100,5,5,100,202,16,9999228065,9999228927,9999225742,9999229281,354,0.000004,300,0.5416
n_1000_3,100,300,0.9500,0.0050,3,3,50,4,16,9999228097,9999228892,9999225662,9999229281,389,0.000004,300,0.5496
n_1000_3,100,300,0.9500,0.0050,3,3,50,12,16,9999228246,9999228920,9999225531,9999229281,361,0.000004,300,0.5547
n_1000_3,100,300,0.9500,0.0050,3,3,50,202,16,9999228065,9999228927,9999225639,9999229281,354,0.000004,300,0.5466
n_1000_3,100,300,0.9500,0.0050,3,3,100,4,16,9999228097,9999228892,9999225662,9999229281,389,0.000004,300,0.5436
n_1000_3,100,300,0.9500,0.0050,3,3,100,12,16,9999228246,9999228920,9999225531,9999229281,361,0.000004,300,0.5371
n_1000_3,100,300,0.9500,0.0050,3,3,100,202,16,9999228065,9999228927,9999225639,9999229281,354,0.000004,300,0.5536
n_1000_3,100,300,0.9500,0.0050,3,5,50,4,16,9999228097,9999228925,9999225854,9999229281,356,0.000004,258,0.4719
n_1000_3,100,300,0.9500,0.0050,3,5,50,12,16,9999228246,9999228981,9999225823,9999229281,300,0.000003,276,0.4910
n_1000_3,100,300,0.9500,0.0050,3,5,50,202,16,9999228065,9999228897,9999225629,9999229281,384,0.000004,295,0.5030
n_1000_3,100,300,0.9500,0.0050,3,5,100,4,16,9999228097,9999228956,9999225958,9999229281,325,0.000003,300,0.5091
n_1000_3,100,300,0.9500,0.0050,3,5,100,12,16,9999228246,9999228981,9999225823,9999229281,300,0.000003,300,0.5396
n_1000_3,100,300,0.9500,0.0050,3,5,100,202,16,9999228065,9999228897,9999225629,9999229281,384,0.000004,300,0.5346
n_1000_3,100,300,0.9500,0.0050,5,3,50,4,16,9999228097,9999228914,9999225903,9999229281,367,0.000004,300,0.5366
n_1000_3,100,300,0.9500,0.0050,5,3,50,12,16,9999228246,9999228932,9999225690,9999229281,349,0.000003,299,0.5046
n_1000_3,100,300,0.9500,0.0050,5,3,50,202,16,9999228065,9999228820,9999225404,9999229281,461,0.000005,213,0.3768
n_1000_3,100,300,0.9500,0.0050,5,3,100,4,16,9999228097,9999228914,9999225903,9999229281,367,0.000004,300,0.5201
n_1000_3,100,300,0.9500,0.0050,5,3,100,12,16,9999228246,9999228932,9999225690,9999229281,349,0.000003,300,0.5346
n_1000_3,100,300,0.9500,0.0050,5,3,100,202,16,9999228065,9999228882,9999225519,9999229281,399,0.000004,300,0.5201
n_1000_3,100,300,0.9500,0.0050,5,5,50,4,16,9999228097,9999228964,9999225834,9999229281,317,0.000003,300,0.5156
n_1000_3,100,300,0.9500,0.0050,5,5,50,12,16,9999228246,9999228936,9999225720,9999229281,345,0.000003,281,0.4875
n_1000_3,100,300,0.9500,0.0050,5,5,50,202,16,9999228065,9999228898,9999225708,9999229281,383,0.000004,206,0.3557
n_1000_3,100,300,0.9500,0.0050,5,5,100,4,16,9999228097,9999228964,9999225834,9999229281,317,0.000003,300,0.5191
n_1000_3,100,300,0.9500,0.0050,5,5,100,12,16,9999228246,9999228936,9999225720,9999229281,345,0.000003,300,0.5085
n_1000_3,100,300,0.9500,0.0050,5,5,100,202,16,9999228065,9999228948,9999225954,9999229281,333,0.000003,300,0.5226
n_1000_3,100,300,0.9500,0.0100,3,3,50,4,16,9999228097,9999228849,9999225312,9999229281,432,0.000004,300,0.5366
n_1000_3,100,300,0.9500,0.0100,3,3,50,12,16,9999228246,9999228780,9999225169,9999229281,501,0.000005,300,0.5456
n_1000_3,100,300,0.9500,0.0100,3,3,50,202,16,9999228065,9999228799,9999225195,9999229281,482,0.000005,281,0.5125
n_1000_3,100,300,0.9500,0.0100,3,3,100,4,16,9999228097,9999228849,9999225312,9999229281,432,0.000004,300,0.5612
n_1000_3,100,300,0.9500,0.0100,3,3,100,12,16,9999228246,9999228780,9999225169,9999229281,501,0.000005,300,0.5546
n_1000_3,100,300,0.9500,0.0100,3,3,100,202,16,9999228065,9999228807,9999225245,9999229281,474,0.000005,300,0.5321
n_1000_3,100,300,0.9500,0.0100,3,5,50,4,16,9999228097,9999228894,9999225554,9999229281,387,0.000004,300,0.5316
n_1000_3,100,300,0.9500,0.0100,3,5,50,12,16,9999228246,9999228904,9999225580,9999229281,377,0.000004,258,0.4710
n_1000_3,100,300,0.9500,0.0100,3,5,50,202,16,9999228065,9999228909,9999225534,9999229281,372,0.000004,267,0.4755
n_1000_3,100,300,0.9500,0.0100,3,5,100,4,16,9999228097,9999228894,9999225554,9999229281,387,0.000004,300,0.5426
n_1000_3,100,300,0.9500,0.0100,3,5,100,12,16,9999228246,9999228905,9999225600,9999229281,376,0.000004,300,0.5416
n_1000_3,100,300,0.9500,0.0100,3,5,100,202,16,9999228065,9999228909,9999225534,9999229281,372,0.000004,300,0.5421
n_1000_3,100,300,0.9500,0.0100,5,3,50,4,16,9999228097,9999228846,9999225478,9999229281,435,0.000004,283,0.5076
n_1000_3,100,300,0.9500,0.0100,5,3,50,12,16,9999228246,9999228789,9999225249,9999229281,492,0.000005,188,0.3357
n_1000_3,100,300,0.9500,0.0100,5,3,50,202,16,9999228065,9999228843,9999225459,9999229281,438,0.000004,271,0.4680
n_1000_3,100,300,0.9500,0.0100,5,3,100,4,16,9999228097,9999228846,9999225478,9999229281,435,0.000004,300,0.5366
n_1000_3,100,300,0.9500,0.0100,5,3,100,12,16,9999228246,9999228789,9999225249,9999229281,492,0.000005,238,0.4239
n_1000_3,100,300,0.9500,0.0100,5,3,100,202,16,9999228065,9999228865,9999225542,9999229281,416,0.000004,300,0.5216
n_1000_3,100,300,0.9500,0.0100,5,5,50,4,16,9999228097,9999228897,9999225730,9999229281,384,0.000004,290,0.5010
n_1000_3,100,300,0.9500,0.0100,5,5,50,12,16,9999228246,9999228964,9999225668,9999229281,317,0.000003,300,0.5286
n_1000_3,100,300,0.9500,0.0100,5,5,50,202,16,9999228065,9999228913,9999225653,9999229281,368,0.000004,300,0.5361
n_1000_3,100,300,0.9500,0.0100,5,5,100,4,16,9999228097,9999228897,9999225730,9999229281,384,0.000004,300,0.5321
n_1000_3,100,300,0.9500,0.0100,5,5,100,12,16,9999228246,9999228964,9999225668,9999229281,317,0.000003,300,0.5236
n_1000_3,100,300,0.9500,0.0100,5,5,100,202,16,9999228065,9999228913,9999225653,9999229281,368,0.000004,300,0.5471
n_1000_3,100,500,0.8500,0.0050,3,3,50,4,16,9999228097,9999228961,9999225614,9999229281,320,0.000003,408,0.7245
n_1000_3,100,500,0.8500,0.0050,3,3,50,12,16,9999228246,9999228943,9999225776,9999229281,338,0.000003,336,0.5867
n_1000_3,100,500,0.8500,0.0050,3,3,50,202,16,9999228065,9999228899,9999225560,9999229281,382,0.000004,304,0.5170
n_1000_3,100,500,0.8500,0.0050,3,3,100,4,16,9999228097,9999228961,9999225614,9999229281,320,0.000003,458,0.8306
