instance,iterations,tenure_flip,tenure_swap,stall,diversify,seed,best_value,total_weight,elapsed_ms,grid_wallclock_ms
docs\inst_test\instancias\n_1000_1,100,15,15,10,0.2000,42,9998827374,9998822833,15,2722
docs\inst_test\instancias\n_1000_1,100,15,10,20,0.3000,2026,9998357180,9998353192,27,2722
docs\inst_test\instancias\n_1000_1,100,15,15,5,0.3000,42,9995356303,9995352910,21,2722
docs\inst_test\instancias\n_1000_1,100,15,15,10,0.2000,123,9998357073,9998353031,14,2722
docs\inst_test\instancias\n_1000_1,100,15,15,10,0.1000,2026,9995297202,9995292594,17,2722
docs\inst_test\instancias\n_1000_1,100,15,15,5,0.2000,2026,9999357279,9999353123,22,2722
docs\inst_test\instancias\n_1000_1,100,15,15,10,0.1000,42,9999297271,9999292847,17,2722
docs\inst_test\instancias\n_1000_1,100,15,15,5,0.1000,2026,9995297202,9995292594,28,2722
docs\inst_test\instancias\n_1000_1,100,15,15,5,0.1000,123,9998827353,9998822863,31,2722
docs\inst_test\instancias\n_1000_1,100,15,15,5,0.3000,123,9997886652,9997883428,23,2722
docs\inst_test\instancias\n_1000_1,100,15,15,5,0.1000,42,9999297471,9999292890,32,2722
docs\inst_test\instancias\n_1000_1,100,15,15,5,0.3000,2026,9999886724,9999883437,27,2722
docs\inst_test\instancias\n_1000_1,100,15,15,10,0.1000,123,9998827353,9998822863,27,2722
docs\inst_test\instancias\n_1000_1,100,15,15,10,0.3000,123,9989826827,9989822538,14,2722
docs\inst_test\instancias\n_1000_1,100,15,15,10,0.3000,2026,9998357180,9998353192,13,2722
docs\inst_test\instancias\n_1000_1,100,15,15,20,0.2000,123,9996827320,9996822747,17,2722
docs\inst_test\instancias\n_1000_1,100,15,15,20,0.1000,42,9998297184,9998292639,19,2722
docs\inst_test\instancias\n_1000_1,100,15,15,10,0.3000,42,9988826644,9988822288,23,2722
docs\inst_test\instancias\n_1000_1,100,15,15,10,0.2000,2026,9999357176,9999353151,27,2722
docs\inst_test\instancias\n_1000_1,100,15,15,20,0.2000,42,9994297151,9994292470,25,2722
docs\inst_test\instancias\n_1000_1,100,20,7,5,0.1000,42,9999297471,9999292890,21,2722
docs\inst_test\instancias\n_1000_1,100,20,7,5,0.2000,42,9998827387,9998822899,15,2722
docs\inst_test\instancias\n_1000_1,100,15,15,20,0.3000,2026,9998357180,9998353192,24,2722
docs\inst_test\instancias\n_1000_1,100,15,15,20,0.3000,42,9988826429,9988822479,27,2722
docs\inst_test\instancias\n_1000_1,100,15,15,20,0.1000,123,9998826909,9998822989,29,2722
docs\inst_test\instancias\n_1000_1,100,15,15,20,0.1000,2026,9995297202,9995292594,29,2722
docs\inst_test\instancias\n_1000_1,100,20,7,5,0.2000,123,9998357185,9998353074,22,2722
docs\inst_test\instancias\n_1000_1,100,20,7,5,0.3000,42,9995356303,9995352910,15,2722
docs\inst_test\instancias\n_1000_1,100,20,7,5,0.1000,2026,9995297202,9995292594,25,2722
docs\inst_test\instancias\n_1000_1,100,20,7,5,0.3000,123,9997886652,9997883428,16,2722
docs\inst_test\instancias\n_1000_1,100,15,15,20,0.2000,2026,9997827318,9997822780,38,2722
docs\inst_test\instancias\n_1000_1,100,15,15,20,0.3000,123,9989826827,9989822538,36,2722
docs\inst_test\instancias\n_1000_1,100,20,7,10,0.1000,2026,9995297202,9995292594,14,2722
docs\inst_test\instancias\n_1000_1,100,20,7,10,0.2000,42,9998827374,9998822833,14,2722
docs\inst_test\instancias\n_1000_1,100,20,7,10,0.3000,2026,9998357180,9998353192,14,2722
docs\inst_test\instancias\n_1000_1,100,20,7,10,0.2000,2026,9999357176,9999353151,20,2722
docs\inst_test\instancias\n_1000_1,100,20,7,5,0.1000,123,9998827353,9998822863,40,2722
docs\inst_test\instancias\n_1000_1,100,20,7,20,0.1000,42,9998297184,9998292639,15,2722
docs\inst_test\instancias\n_1000_1,100,20,7,5,0.2000,2026,9999357279,9999353123,32,2722
docs\inst_test\instancias\n_1000_1,100,20,7,20,0.1000,123,9998826909,9998822989,17,2722
docs\inst_test\instancias\n_1000_1,100,20,7,10,0.3000,123,9989826827,9989822538,19,2722
docs\inst_test\instancias\n_1000_1,100,20,7,10,0.1000,123,9998827353,9998822863,29,2722
docs\inst_test\instancias\n_1000_1,100,20,7,5,0.3000,2026,9999886724,9999883437,36,2722
docs\inst_test\instancias\n_1000_1,100,20,7,20,0.2000,2026,9997827318,9997822780,13,2722
docs\inst_test\instancias\n_1000_1,100,20,7,10,0.2000,123,9998357073,9998353031,29,2722
docs\inst_test\instancias\n_1000_1,100,20,7,20,0.2000,123,9996827320,9996822747,19,2722
docs\inst_test\instancias\n_1000_1,100,20,7,10,0.1000,42,9999297271,9999292847,37,2722
docs\inst_test\instancias\n_1000_1,100,20,7,20,0.1000,2026,9995297202,9995292594,23,2722
docs\inst_test\instancias\n_1000_1,100,20,7,20,0.2000,42,9994297151,9994292470,25,2722
docs\inst_test\instancias\n_1000_1,100,20,7,10,0.3000,42,9988826644,9988822288,38,2722
docs\inst_test\instancias\n_1000_1,100,20,10,5,0.2000,42,9998827387,9998822899,16,2722
docs\inst_test\instancias\n_1000_1,100,20,10,5,0.1000,2026,9995297202,9995292594,18,2722
docs\inst_test\instancias\n_1000_1,100,20,7,20,0.3000,2026,9998357180,9998353192,23,2722
docs\inst_test\instancias\n_1000_1,100,20,10,5,0.3000,42,9995356303,9995352910,17,2722
docs\inst_test\instancias\n_1000_1,100,20,10,5,0.1000,123,9998827353,9998822863,24,2722
docs\inst_test\instancias\n_1000_1,100,20,10,5,0.2000,2026,9999357279,9999353123,20,2722
docs\inst_test\instancias\n_1000_1,100,20,10,5,0.1000,42,9999297471,9999292890,25,2722
docs\inst_test\instancias\n_1000_1,100,20,7,20,0.3000,42,9988826429,9988822479,28,2722
docs\inst_test\instancias\n_1000_1,100,20,10,5,0.3000,2026,9999886724,9999883437,17,2722
docs\inst_test\instancias\n_1000_1,100,20,7,20,0.3000,123,9989826827,9989822538,29,2722
docs\inst_test\instancias\n_1000_1,100,20,10,10,0.1000,2026,9995297202,9995292594,15,2722
docs\inst_test\instancias\n_1000_1,100,20,10,5,0.3000,123,9997886652,9997883428,25,2722
docs\inst_test\instancias\n_1000_1,100,20,10,10,0.2000,2026,9999357176,9999353151,13,2722
docs\inst_test\instancias\n_1000_1,100,20,10,10,0.3000,42,9988826644,9988822288,14,2722
docs\inst_test\instancias\n_1000_1,100,20,10,10,0.3000,123,9989826827,9989822538,14,2722
docs\inst_test\instancias\n_1000_1,100,20,10,10,0.2000,123,9998357073,9998353031,20,2722
docs\inst_test\instancias\n_1000_1,100,20,10,20,0.2000,42,9994297151,9994292470,14,2722
docs\inst_test\instancias\n_1000_1,100,20,10,5,0.2000,123,9998357185,9998353074,37,2722
docs\inst_test\instancias\n_1000_1,100,20,10,20,0.2000,123,9996827320,9996822747,14,2722
docs\inst_test\instancias\n_1000_1,100,20,10,10,0.1000,42,9999297271,9999292847,29,2722
docs\inst_test\instancias\n_1000_1,100,20,10,20,0.2000,2026,9997827318,9997822780,15,2722
docs\inst_test\instancias\n_1000_1,100,20,10,10,0.3000,2026,9998357180,9998353192,22,2722
docs\inst_test\instancias\n_1000_1,100,20,10,20,0.3000,123,9989826827,9989822538,14,2722
docs\inst_test\instancias\n_1000_1,100,20,10,10,0.1000,123,9998827353,9998822863,36,2722
docs\inst_test\instancias\n_1000_1,100,20,10,10,0.2000,42,9998827374,9998822833,33,2722
docs\inst_test\instancias\n_1000_1,100,20,15,5,0.1000,42,9999297471,9999292890,14,2722
docs\inst_test\instancias\n_1000_1,100,20,10,20,0.3000,2026,9998357180,9998353192,17,2722
docs\inst_test\instancias\n_1000_1,100,20,10,20,0.1000,42,9998297184,9998292639,27,2722
docs\inst_test\instancias\n_1000_1,100,20,15,5,0.2000,2026,9999357279,9999353123,15,2722
docs\inst_test\instancias\n_1000_1,100,20,15,5,0.2000,123,9998357185,9998353074,16,2722
docs\inst_test\instancias\n_1000_1,100,20,10,20,0.1000,123,9998826909,9998822989,32,2722
docs\inst_test\instancias\n_1000_1,100,20,10,20,0.3000,42,9988826429,9988822479,26,2722
docs\inst_test\instancias\n_1000_1,100,20,10,20,0.1000,2026,9995297202,9995292594,33,2722
docs\inst_test\instancias\n_1000_1,100,20,15,5,0.1000,2026,9995297202,9995292594,20,2722
docs\inst_test\instancias\n_1000_1,100,20,15,5,0.3000,123,9997886652,9997883428,20,2722
docs\inst_test\instancias\n_1000_1,100,20,15,5,0.3000,2026,9999886724,9999883437,20,2722
docs\inst_test\instancias\n_1000_1,100,20,15,5,0.2000,42,9998827387,9998822899,27,2722
docs\inst_test\instancias\n_1000_1,100,20,15,5,0.1000,123,9998827353,9998822863,30,2722
docs\inst_test\instancias\n_1000_1,100,20,15,10,0.2000,2026,9999357176,9999353151,15,2722
docs\inst_test\instancias\n_1000_1,100,20,15,10,0.1000,2026,9995297202,9995292594,20,2722
docs\inst_test\instancias\n_1000_1,100,20,15,5,0.3000,42,9995356303,9995352910,27,2722
docs\inst_test\instancias\n_1000_1,100,20,15,10,0.2000,42,9998827374,9998822833,20,2722
docs\inst_test\instancias\n_1000_1,100,20,15,10,0.3000,2026,9998357180,9998353192,15,2722
docs\inst_test\instancias\n_1000_1,100,20,15,10,0.1000,123,9998827353,9998822863,22,2722
docs\inst_test\instancias\n_1000_1,100,20,15,10,0.1000,42,9999297271,9999292847,25,2722
docs\inst_test\instancias\n_1000_1,100,20,15,10,0.3000,42,9988826644,9988822288,21,2722
docs\inst_test\instancias\n_1000_1,100,20,15,20,0.2000,42,9994297151,9994292470,12,2722
docs\inst_test\instancias\n_1000_1,100,20,15,10,0.2000,123,9998357073,9998353031,28,2722
docs\inst_test\instancias\n_1000_1,100,20,15,20,0.1000,42,9998297184,9998292639,21,2722
docs\inst_test\instancias\n_1000_1,100,20,15,10,0.3000,123,9989826827,9989822538,25,2722
docs\inst_test\instancias\n_1000_1,100,20,15,20,0.3000,42,9988826429,9988822479,11,2722
docs\inst_test\instancias\n_1000_1,100,20,15,20,0.1000,2026,9995297202,9995292594,16,2722
docs\inst_test\instancias\n_1000_1,100,20,15,20,0.3000,123,9989826827,9989822538,13,2722
docs\inst_test\instancias\n_1000_1,100,20,15,20,0.1000,123,9998826909,9998822989,28,2722
docs\inst_test\instancias\n_1000_1,100,20,15,20,0.2000,123,9996827320,9996822747,24,2722
docs\inst_test\instancias\n_1000_1,100,20,15,20,0.2000,2026,9997827318,9997822780,24,2722
docs\inst_test\instancias\n_1000_1,100,20,15,20,0.3000,2026,9998357180,9998353192,23,2722
docs\inst_test\instancias\n_1000_1,300,10,7,5,0.2000,123,9998886934,9998883463,51,2722
docs\inst_test\instancias\n_1000_1,300,10,7,5,0.2000,2026,9999357281,9999353085,53,2722
docs\inst_test\instancias\n_1000_1,300,10,7,5,0.2000,42,9999357290,9999353138,58,2722
docs\inst_test\instancias\n_1000_1,300,10,7,5,0.3000,123,9999416581,9999413709,57,2722
docs\inst_test\instancias\n_1000_1,300,10,7,10,0.1000,42,9999297471,9999292890,56,2722
docs\inst_test\instancias\n_1000_1,300,10,7,10,0.2000,123,9998886934,9998883463,48,2722
docs\inst_test\instancias\n_1000_1,300,10,7,10,0.1000,123,9999827379,9999822923,62,2722
docs\inst_test\instancias\n_1000_1,300,10,7,5,0.1000,123,9999827379,9999822923,71,2722
docs\inst_test\instancias\n_1000_1,300,10,7,10,0.2000,2026,9999357281,9999353085,53,2722
docs\inst_test\instancias\n_1000_1,300,10,7,10,0.1000,2026,9999827182,9999823283,67,2722
docs\inst_test\instancias\n_1000_1,300,10,7,10,0.2000,42,9998827387,9998822899,66,2722
docs\inst_test\instancias\n_1000_1,300,10,7,5,0.3000,42,9999887034,9999883351,75,2722
docs\inst_test\instancias\n_1000_1,300,10,7,10,0.3000,42,9999887034,9999883351,63,2722
docs\inst_test\instancias\n_1000_1,300,10,7,5,0.3000,2026,9999887007,9999883468,76,2722
docs\inst_test\instancias\n_1000_1,300,10,7,5,0.1000,42,9999297471,9999292890,89,2722
docs\inst_test\instancias\n_1000_1,300,10,7,5,0.1000,2026,9999827425,9999822843,91,2722
docs\inst_test\instancias\n_1000_1,300,10,7,10,0.3000,123,9999416581,9999413709,36,2722
docs\inst_test\instancias\n_1000_1,300,10,7,20,0.1000,123,9998827353,9998822863,41,2722
docs\inst_test\instancias\n_1000_1,300,10,7,10,0.3000,2026,9999887007,9999883468,52,2722
docs\inst_test\instancias\n_1000_1,300,10,7,20,0.1000,42,9999297471,9999292890,51,2722
docs\inst_test\instancias\n_1000_1,300,10,7,20,0.2000,2026,9999357281,9999353085,45,2722
docs\inst_test\instancias\n_1000_1,300,10,7,20,0.2000,123,9998357187,9998353072,46,2722
docs\inst_test\instancias\n_1000_1,300,10,7,20,0.3000,123,9999416581,9999413709,42,2722
docs\inst_test\instancias\n_1000_1,300,10,7,20,0.1000,2026,9995297202,9995292594,56,2722
docs\inst_test\instancias\n_1000_1,300,10,7,20,0.2000,42,9998827387,9998822899,60,2722
docs\inst_test\instancias\n_1000_1,300,10,10,5,0.2000,2026,9999357281,9999353085,39,2722
docs\inst_test\instancias\n_1000_1,300,10,7,20,0.3000,2026,9999887007,9999883468,52,2722
docs\inst_test\instancias\n_1000_1,300,10,7,20,0.3000,42,9999887034,9999883351,63,2722
docs\inst_test\instancias\n_1000_1,300,10,10,5,0.1000,42,9999297471,9999292890,58,2722
docs\inst_test\instancias\n_1000_1,300,10,10,5,0.2000,42,9999357290,9999353138,56,2722
docs\inst_test\instancias\n_1000_1,300,10,10,5,0.1000,2026,9999827425,9999822843,60,2722
docs\inst_test\instancias\n_1000_1,300,10,10,5,0.3000,123,9999416581,9999413709,37,2722
docs\inst_test\instancias\n_1000_1,300,10,10,5,0.2000,123,9998886934,9998883463,63,2722
docs\inst_test\instancias\n_1000_1,300,10,10,10,0.1000,42,9999297471,9999292890,40,2722
docs\inst_test\instancias\n_1000_1,300,10,10,5,0.3000,2026,9999887007,9999883468,46,2722
docs\inst_test\instancias\n_1000_1,300,10,10,5,0.3000,42,9999887034,9999883351,55,2722
docs\inst_test\instancias\n_1000_1,300,10,10,5,0.1000,123,9999827379,9999822923,77,2722
docs\inst_test\instancias\n_1000_1,300,10,10,10,0.1000,2026,9999827182,9999823283,44,2722
