instance,ants,iterations,alpha,beta,rho,q,stall,seed,best_value,total_weight,elapsed_ms
docs\inst_test\instancias\n_1000_2,50,300,1.0000,4.0000,0.2000,2.0000,80,42,9989486700,9989484086,666
docs\inst_test\instancias\n_1000_2,50,300,1.0000,4.0000,0.2000,2.0000,80,123,9989486700,9989484086,670
docs\inst_test\instancias\n_1000_2,50,300,1.0000,4.0000,0.2000,2.0000,120,42,9989486700,9989484086,642
docs\inst_test\instancias\n_1000_2,50,300,1.0000,4.0000,0.2000,2.0000,80,2026,9989486700,9989484086,650
docs\inst_test\instancias\n_1000_2,50,300,1.0000,4.0000,0.3000,0.5000,50,123,9989486774,9989483911,659
docs\inst_test\instancias\n_1000_2,50,300,1.0000,4.0000,0.3000,0.5000,80,123,9989486700,9989484086,652
docs\inst_test\instancias\n_1000_2,50,300,1.0000,4.0000,0.3000,0.5000,50,2026,9989486700,9989484086,690
docs\inst_test\instancias\n_1000_2,50,300,1.0000,4.0000,0.3000,0.5000,80,2026,9989486700,9989484086,648
docs\inst_test\instancias\n_1000_2,50,300,1.0000,4.0000,0.3000,0.5000,120,42,9989486700,9989484086,641
docs\inst_test\instancias\n_1000_2,50,300,1.0000,4.0000,0.3000,0.5000,80,42,9989486700,9989484086,721
docs\inst_test\instancias\n_1000_2,50,300,1.0000,4.0000,0.3000,0.5000,120,123,9989486700,9989484086,636
docs\inst_test\instancias\n_1000_2,50,300,1.0000,4.0000,0.3000,0.5000,50,42,9989486700,9989484086,843
docs\inst_test\instancias\n_1000_2,50,300,1.0000,4.0000,0.2000,2.0000,120,2026,9989486700,9989484086,891
docs\inst_test\instancias\n_1000_2,50,300,1.0000,4.0000,0.2000,1.0000,120,2026,9989486700,9989484086,1032
docs\inst_test\instancias\n_1000_2,50,300,1.0000,4.0000,0.3000,0.5000,120,2026,9989486700,9989484086,669
docs\inst_test\instancias\n_1000_2,50,300,1.0000,4.0000,0.3000,1.0000,50,123,9989486774,9989483911,679
docs\inst_test\instancias\n_1000_2,50,300,1.0000,4.0000,0.3000,1.0000,50,42,9989486700,9989484086,690
docs\inst_test\instancias\n_1000_2,50,300,1.0000,4.0000,0.3000,1.0000,80,123,9989486700,9989484086,609
docs\inst_test\instancias\n_1000_2,50,300,1.0000,4.0000,0.3000,1.0000,80,2026,9989486700,9989484086,636
docs\inst_test\instancias\n_1000_2,50,300,1.0000,4.0000,0.3000,1.0000,50,2026,9989486700,9989484086,663
docs\inst_test\instancias\n_1000_2,50,300,1.0000,4.0000,0.3000,1.0000,120,123,9989486700,9989484086,640
docs\inst_test\instancias\n_1000_2,50,300,1.0000,4.0000,0.3000,1.0000,80,42,9989486700,9989484086,690
docs\inst_test\instancias\n_1000_2,50,300,1.0000,4.0000,0.3000,1.0000,120,2026,9989486700,9989484086,643
docs\inst_test\instancias\n_1000_2,50,300,1.0000,4.0000,0.3000,1.0000,120,42,9989486700,9989484086,688
docs\inst_test\instancias\n_1000_2,50,300,1.0000,4.0000,0.3000,2.0000,50,2026,9989486700,9989484086,611
docs\inst_test\instancias\n_1000_2,50,300,1.0000,4.0000,0.3000,2.0000,80,42,9989486700,9989484086,611
docs\inst_test\instancias\n_1000_2,50,300,1.0000,4.0000,0.3000,2.0000,120,123,9989486700,9989484086,607
docs\inst_test\instancias\n_1000_2,50,300,1.0000,4.0000,0.3000,2.0000,50,123,9989486774,9989483911,682
docs\inst_test\instancias\n_1000_2,50,300,1.0000,4.0000,0.3000,2.0000,50,42,9989486700,9989484086,689
docs\inst_test\instancias\n_1000_2,50,300,1.0000,4.0000,0.3000,2.0000,80,123,9989486700,9989484086,692
docs\inst_test\instancias\n_1000_2,50,300,1.0000,4.0000,0.3000,2.0000,80,2026,9989486700,9989484086,681
docs\inst_test\instancias\n_1000_2,50,300,1.0000,4.0000,0.3000,2.0000,120,42,9989486700,9989484086,683
docs\inst_test\instancias\n_1000_2,50,300,1.0000,4.0000,0.3000,2.0000,120,2026,9989486700,9989484086,677
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.1000,0.5000,50,2026,9999488304,9999485793,867
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.1000,0.5000,50,42,9999488521,9999485461,899
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.1000,0.5000,80,42,9999488708,9999485655,854
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.1000,0.5000,50,123,9999487989,9999485694,920
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.1000,0.5000,80,123,9999488535,9999484991,898
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.1000,0.5000,120,42,9999488521,9999485461,869
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.1000,0.5000,120,123,9999488018,9999484988,876
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.1000,1.0000,50,42,9999488521,9999485461,887
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.1000,0.5000,80,2026,9999488395,9999485751,993
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.1000,0.5000,120,2026,9999488304,9999485747,971
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.1000,1.0000,50,2026,9999488304,9999485793,943
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.1000,1.0000,50,123,9999487989,9999485694,980
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.1000,1.0000,80,42,9999488708,9999485655,968
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.1000,1.0000,80,123,9999488535,9999484991,948
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.1000,1.0000,120,123,9999488018,9999484988,890
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.1000,1.0000,120,42,9999488521,9999485461,945
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.1000,2.0000,50,123,9999487989,9999485694,889
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.1000,2.0000,80,123,9999488535,9999484991,929
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.1000,2.0000,120,123,9999488018,9999484988,869
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.1000,2.0000,120,42,9999488521,9999485461,914
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.1000,2.0000,50,42,9999488521,9999485461,1052
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.1000,2.0000,80,42,9999488708,9999485655,1051
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.2000,0.5000,50,42,9999488521,9999485461,939
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.1000,1.0000,120,2026,9999488304,9999485747,1113
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.1000,2.0000,120,2026,9999488304,9999485747,968
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.1000,2.0000,80,2026,9999488395,9999485751,1046
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.2000,0.5000,80,123,9999487982,9999485712,945
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.2000,0.5000,50,123,9999488893,9999485195,980
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.1000,2.0000,50,2026,9999488304,9999485793,1139
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.1000,1.0000,80,2026,9999488395,9999485751,1331
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.2000,0.5000,80,2026,9999488401,9999485165,874
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.2000,0.5000,120,2026,9999488091,9999485276,880
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.2000,0.5000,50,2026,9999488110,9999485944,1188
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.2000,1.0000,50,42,9999488521,9999485461,871
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.2000,0.5000,120,123,9999487914,9999485156,966
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.2000,1.0000,80,42,9999488521,9999485461,862
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.2000,1.0000,80,2026,9999488401,9999485165,882
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.2000,1.0000,80,123,9999487982,9999485712,902
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.2000,1.0000,120,42,9999488794,9999485537,855
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.2000,1.0000,50,123,9999488893,9999485195,1080
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.2000,1.0000,120,123,9999487914,9999485156,928
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.2000,2.0000,50,42,9999488521,9999485461,865
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.2000,1.0000,50,2026,9999488110,9999485944,1120
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.2000,0.5000,80,42,9999488521,9999485461,1524
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.2000,2.0000,50,2026,9999488110,9999485944,884
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.2000,2.0000,80,42,9999488521,9999485461,867
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.2000,0.5000,120,42,9999488521,9999485461,1358
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.2000,1.0000,120,2026,9999488091,9999485276,1004
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.2000,2.0000,50,123,9999488893,9999485195,996
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.2000,2.0000,80,123,9999487982,9999485712,863
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.2000,2.0000,80,2026,9999488401,9999485165,852
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.2000,2.0000,120,42,9999488794,9999485537,987
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.2000,2.0000,120,123,9999487914,9999485156,953
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.3000,0.5000,50,123,9999487881,9999486017,909
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.2000,2.0000,120,2026,9999488091,9999485276,966
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.3000,0.5000,50,42,9999488521,9999485461,990
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.3000,0.5000,80,123,9999488119,9999485676,925
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.3000,0.5000,50,2026,9999488292,9999485126,974
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.3000,0.5000,80,42,9999488521,9999485461,964
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.3000,0.5000,120,42,9999488521,9999485461,955
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.3000,0.5000,80,2026,9999487981,9999485296,964
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.3000,0.5000,120,2026,9999488413,9999485401,875
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.3000,1.0000,50,42,9999488521,9999485461,865
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.3000,1.0000,50,123,9999487881,9999486017,906
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.3000,0.5000,120,123,9999488432,9999485531,1040
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.3000,1.0000,80,123,9999488119,9999485676,865
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.3000,1.0000,80,42,9999488521,9999485461,951
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.3000,1.0000,120,42,9999488521,9999485461,880
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.3000,1.0000,80,2026,9999487981,9999485296,924
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.3000,1.0000,120,123,9999488432,9999485531,915
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.3000,2.0000,50,123,9999487881,9999486017,868
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.3000,1.0000,120,2026,9999488413,9999485401,968
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.3000,2.0000,80,42,9999488521,9999485461,901
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.3000,2.0000,50,42,9999488521,9999485461,962
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.3000,2.0000,80,2026,9999487981,9999485296,892
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.3000,2.0000,50,2026,9999488292,9999485126,968
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.3000,2.0000,120,123,9999488432,9999485531,908
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.1000,0.5000,50,123,9990486908,9990484038,874
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.3000,2.0000,120,42,9999488521,9999485461,995
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.3000,2.0000,120,2026,9999488413,9999485401,964
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.1000,0.5000,50,42,9989486905,9989483945,967
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.1000,0.5000,80,2026,9989486893,9989483925,883
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.1000,0.5000,120,123,9990486854,9990484080,873
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.1000,1.0000,50,42,9989486905,9989483945,864
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.1000,0.5000,120,2026,9989486840,9989484040,879
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.1000,0.5000,80,123,9990486854,9990484080,974
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.1000,0.5000,80,42,9990486564,9990484116,997
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.1000,1.0000,50,123,9990486908,9990484038,891
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.1000,1.0000,50,2026,9990487058,9990484271,909
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.1000,0.5000,120,42,9990486751,9990484271,962
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.1000,1.0000,80,123,9990486854,9990484080,883
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.1000,1.0000,80,42,9990486564,9990484116,967
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.1000,1.0000,120,42,9990486751,9990484271,905
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.1000,1.0000,80,2026,9989486893,9989483925,967
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.3000,1.0000,50,2026,9999488292,9999485126,1843
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.1000,1.0000,120,123,9990486854,9990484080,906
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.1000,2.0000,50,42,9989486905,9989483945,876
docs\inst_test\instancias\n_1000_2,50,300,1.2000,2.0000,0.3000,2.0000,80,123,9999488399,9999485273,1575
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.1000,1.0000,120,2026,9989486840,9989484040,956
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.1000,2.0000,50,2026,9990487058,9990484271,921
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.1000,2.0000,50,123,9990486908,9990484038,962
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.1000,2.0000,80,42,9990486564,9990484116,894
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.1000,2.0000,80,2026,9989486893,9989483925,881
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.1000,2.0000,120,123,9990486854,9990484080,900
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.1000,2.0000,80,123,9990486854,9990484080,956
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.1000,0.5000,50,2026,9990487058,9990484271,1575
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.2000,0.5000,50,123,9990486854,9990484080,891
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.1000,2.0000,120,2026,9989486840,9989484040,959
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.2000,0.5000,50,42,9990486688,9990484484,911
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.1000,2.0000,120,42,9990486751,9990484271,995
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.2000,0.5000,50,2026,9990486711,9990484032,892
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.2000,0.5000,80,123,9990486854,9990484080,959
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.2000,0.5000,80,2026,9989486893,9989483925,924
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.2000,0.5000,120,42,9989486816,9989484131,912
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.2000,0.5000,120,123,9990486854,9990484080,922
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.2000,0.5000,120,2026,9989486840,9989484040,927
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.2000,1.0000,50,2026,9990486711,9990484032,898
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.2000,1.0000,50,123,9990486854,9990484080,915
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.2000,1.0000,80,42,9989486948,9989483958,884
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.2000,1.0000,120,42,9989486816,9989484131,907
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.2000,1.0000,80,2026,9989486893,9989483925,956
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.2000,1.0000,120,123,9990486854,9990484080,882
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.2000,2.0000,50,42,9990486688,9990484484,922
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.2000,2.0000,50,123,9990486854,9990484080,932
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.2000,2.0000,80,42,9989486948,9989483958,883
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.2000,2.0000,50,2026,9990486711,9990484032,915
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.2000,2.0000,80,123,9990486854,9990484080,912
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.2000,1.0000,80,123,9990486854,9990484080,1335
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.2000,0.5000,80,42,9989486948,9989483958,1587
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.2000,2.0000,80,2026,9989486893,9989483925,974
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.2000,2.0000,120,123,9990486854,9990484080,965
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.2000,1.0000,50,42,9990486688,9990484484,1455
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.3000,0.5000,50,123,9990486867,9990484334,869
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.2000,2.0000,120,42,9989486816,9989484131,980
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.3000,0.5000,50,2026,9990487127,9990484187,873
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.2000,2.0000,120,2026,9989486840,9989484040,966
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.3000,0.5000,80,123,9990486854,9990484080,879
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.3000,0.5000,50,42,9990486688,9990484484,981
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.3000,0.5000,80,42,9989486948,9989483958,962
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.3000,0.5000,120,42,9989486816,9989484131,961
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.3000,0.5000,80,2026,9989486893,9989483925,983
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.3000,0.5000,120,2026,9989486840,9989484040,900
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.3000,0.5000,120,123,9990486854,9990484080,988
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.2000,1.0000,120,2026,9989486840,9989484040,1523
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.3000,1.0000,80,2026,9989486893,9989483925,873
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.3000,1.0000,50,2026,9990487127,9990484187,937
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.3000,1.0000,120,42,9989486816,9989484131,908
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.3000,1.0000,50,123,9990486867,9990484334,964
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.3000,1.0000,80,123,9990486854,9990484080,930
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.3000,1.0000,50,42,9990486688,9990484484,989
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.3000,1.0000,80,42,9989486948,9989483958,960
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.3000,1.0000,120,123,9990486854,9990484080,873
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.3000,2.0000,50,42,9990486688,9990484484,880
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.3000,1.0000,120,2026,9989486840,9989484040,964
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.3000,2.0000,50,2026,9990487127,9990484187,882
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.3000,2.0000,50,123,9990486867,9990484334,899
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.3000,2.0000,80,42,9989486948,9989483958,884
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.3000,2.0000,80,123,9990486854,9990484080,908
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.3000,2.0000,80,2026,9989486893,9989483925,920
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.3000,2.0000,120,123,9990486854,9990484080,977
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.3000,2.0000,120,2026,9989486840,9989484040,945
docs\inst_test\instancias\n_1000_2,50,300,1.2000,3.0000,0.3000,2.0000,120,42,9989486816,9989484131,1099
docs\inst_test\instancias\n_1000_2,50,300,1.2000,4.0000,0.1000,0.5000,80,123,9989486700,9989484086,1116
docs\inst_test\instancias\n_1000_2,50,300,1.2000,4.0000,0.1000,0.5000,50,42,9989486700,9989484086,1160
docs\inst_test\instancias\n_1000_2,50,300,1.2000,4.0000,0.1000,0.5000,50,123,9989486774,9989483911,1172
docs\inst_test\instancias\n_1000_2,50,300,1.2000,4.0000,0.1000,0.5000,80,2026,9989486700,9989484086,1156
docs\inst_test\instancias\n_1000_2,50,300,1.2000,4.0000,0.1000,0.5000,120,42,9989486700,9989484086,1144
docs\inst_test\instancias\n_1000_2,50,300,1.2000,4.0000,0.1000,0.5000,80,42,9989486700,9989484086,1230
docs\inst_test\instancias\n_1000_2,50,300,1.2000,4.0000,0.1000,0.5000,50,2026,9989486700,9989484086,1257
docs\inst_test\instancias\n_1000_2,50,300,1.2000,4.0000,0.1000,1.0000,50,42,9989486700,9989484086,1190
docs\inst_test\instancias\n_1000_2,50,300,1.2000,4.0000,0.1000,0.5000,120,123,9989486700,9989484086,1274
docs\inst_test\instancias\n_1000_2,50,300,1.2000,4.0000,0.1000,1.0000,50,123,9989486774,9989483911,1227
docs\inst_test\instancias\n_1000_2,50,300,1.2000,4.0000,0.1000,1.0000,50,2026,9989486700,9989484086,1205
docs\inst_test\instancias\n_1000_2,50,300,1.2000,4.0000,0.1000,1.0000,80,2026,9989486700,9989484086,1131
docs\inst_test\instancias\n_1000_2,50,300,1.2000,4.0000,0.1000,0.5000,120,2026,9989486700,9989484086,1354
docs\inst_test\instancias\n_1000_2,50,300,1.2000,4.0000,0.1000,2.0000,50,123,9989486774,9989483911,1129
docs\inst_test\instancias\n_1000_2,50,300,1.2000,4.0000,0.1000,1.0000,120,123,9989486700,9989484086,1169
docs\inst_test\instancias\n_1000_2,50,300,1.2000,4.0000,0.1000,2.0000,50,42,9989486700,9989484086,1170
docs\inst_test\instancias\n_1000_2,50,300,1.2000,4.0000,0.1000,1.0000,120,42,9989486700,9989484086,1206
docs\inst_test\instancias\n_1000_2,50,300,1.2000,4.0000,0.1000,1.0000,80,42,9989486700,9989484086,1369
docs\inst_test\instancias\n_1000_2,50,300,1.2000,4.0000,0.1000,1.0000,120,2026,9989486700,9989484086,1226
docs\inst_test\instancias\n_1000_2,50,300,1.2000,4.0000,0.1000,2.0000,50,2026,9989486700,9989484086,1229
docs\inst_test\instancias\n_1000_2,50,300,1.2000,4.0000,0.1000,1.0000,80,123,9989486700,9989484086,1325
docs\inst_test\instancias\n_1000_2,50,300,1.2000,4.0000,0.1000,2.0000,80,123,9989486700,9989484086,1170
docs\inst_test\instancias\n_1000_2,50,300,1.2000,4.0000,0.1000,2.0000,120,2026,9989486700,9989484086,1116
docs\inst_test\instancias\n_1000_2,50,300,1.2000,4.0000,0.1000,2.0000,80,42,9989486700,9989484086,1354
docs\inst_test\instancias\n_1000_2,50,300,1.2000,4.0000,0.1000,2.0000,120,42,9989486700,9989484086,1203
docs\inst_test\instancias\n_1000_2,50,300,1.2000,4.0000,0.1000,2.0000,120,123,9989486700,9989484086,1225
docs\inst_test\instancias\n_1000_2,50,300,1.2000,4.0000,0.2000,0.5000,50,123,9989486774,9989483911,1154
docs\inst_test\instancias\n_1000_2,50,300,1.2000,4.0000,0.1000,2.0000,80,2026,9989486700,9989484086,1380
docs\inst_test\instancias\n_1000_2,50,300,1.2000,4.0000,0.2000,0.5000,50,42,9989486700,9989484086,1258
docs\inst_test\instancias\n_1000_2,50,300,1.2000,4.0000,0.2000,0.5000,80,42,9989486700,9989484086,1098
docs\inst_test\instancias\n_1000_2,50,300,1.2000,4.0000,0.2000,0.5000,50,2026,9989486700,9989484086,1209
docs\inst_test\instancias\n_1000_2,50,300,1.2000,4.0000,0.2000,0.5000,80,123,9989486700,9989484086,1133
docs\inst_test\instancias\n_1000_2,50,300,1.2000,4.0000,0.2000,0.5000,80,2026,9989486700,9989484086,1093
docs\inst_test\instancias\n_1000_2,50,300,1.2000,4.0000,0.2000,0.5000,120,123,9989486700,9989484086,1079
docs\inst_test\instancias\n_1000_2,50,300,1.2000,4.0000,0.2000,0.5000,120,42,9989486700,9989484086,1094
docs\inst_test\instancias\n_1000_2,50,300,1.2000,4.0000,0.2000,0.5000,120,2026,9989486700,9989484086,1088
docs\inst_test\instancias\n_1000_2,50,300,1.2000,4.0000,0.2000,1.0000,50,42,9989486700,9989484086,1115
docs\inst_test\instancias\n_1000_2,50,300,1.2000,4.0000,0.2000,1.0000,50,2026,9989486700,9989484086,1227
docs\inst_test\instancias\n_1000_2,50,300,1.2000,4.0000,0.2000,1.0000,50,123,9989486774,9989483911,1260
