instance,ants,iterations,alpha,beta,rho,q,stall,seed,best_value,total_weight,elapsed_ms
docs\inst_test\instancias\n_1000_3,30,500,0.8000,3.0000,0.1000,2.0000,80,123,9981260200,9981256135,3088
docs\inst_test\instancias\n_1000_3,30,500,0.8000,3.0000,0.3000,1.0000,50,42,9981260200,9981256135,939
docs\inst_test\instancias\n_1000_3,30,500,0.8000,3.0000,0.2000,0.5000,50,42,9981260200,9981256135,3083
docs\inst_test\instancias\n_1000_3,30,500,0.8000,3.0000,0.3000,1.0000,50,123,9981260200,9981256135,941
docs\inst_test\instancias\n_1000_3,30,500,0.8000,3.0000,0.3000,1.0000,50,2026,9994536388,9994536528,941
docs\inst_test\instancias\n_1000_3,30,500,0.8000,3.0000,0.2000,0.5000,50,2026,9994536421,9994536477,3060
docs\inst_test\instancias\n_1000_3,30,500,0.8000,3.0000,0.3000,1.0000,80,42,9981260200,9981256135,941
docs\inst_test\instancias\n_1000_3,30,500,0.8000,3.0000,0.3000,1.0000,80,123,9981260200,9981256135,943
docs\inst_test\instancias\n_1000_3,30,500,0.8000,3.0000,0.3000,1.0000,80,2026,9981260200,9981256135,960
docs\inst_test\instancias\n_1000_3,30,500,0.8000,3.0000,0.3000,1.0000,120,123,9981260200,9981256135,940
docs\inst_test\instancias\n_1000_3,30,500,0.8000,3.0000,0.3000,1.0000,120,2026,9981260200,9981256135,945
docs\inst_test\instancias\n_1000_3,30,500,0.8000,3.0000,0.2000,0.5000,120,2026,9981260200,9981256135,3027
docs\inst_test\instancias\n_1000_3,30,500,0.8000,3.0000,0.3000,2.0000,80,42,9981260200,9981256135,945
docs\inst_test\instancias\n_1000_3,30,500,0.8000,3.0000,0.2000,1.0000,80,123,9981260200,9981256135,2982
docs\inst_test\instancias\n_1000_3,30,500,0.8000,3.0000,0.2000,1.0000,50,2026,9994536421,9994536477,3054
docs\inst_test\instancias\n_1000_3,30,500,0.8000,3.0000,0.2000,1.0000,80,42,9981260200,9981256135,3141
docs\inst_test\instancias\n_1000_3,30,500,0.8000,3.0000,0.3000,2.0000,80,2026,9981260200,9981256135,940
docs\inst_test\instancias\n_1000_3,30,500,0.8000,3.0000,0.3000,2.0000,120,42,9981260200,9981256135,938
docs\inst_test\instancias\n_1000_3,30,500,0.8000,3.0000,0.2000,1.0000,80,2026,9981260200,9981256135,3141
docs\inst_test\instancias\n_1000_3,30,500,0.8000,3.0000,0.2000,1.0000,120,2026,9981260200,9981256135,2968
docs\inst_test\instancias\n_1000_3,30,500,0.8000,3.0000,0.2000,1.0000,120,123,9981260200,9981256135,3041
docs\inst_test\instancias\n_1000_3,30,500,0.8000,3.0000,0.2000,2.0000,50,42,9981260200,9981256135,2987
docs\inst_test\instancias\n_1000_3,30,500,0.8000,3.0000,0.3000,2.0000,120,2026,9981260200,9981256135,940
docs\inst_test\instancias\n_1000_3,30,500,0.8000,3.0000,0.2000,2.0000,120,42,9981260200,9981256135,2967
docs\inst_test\instancias\n_1000_3,30,500,0.8000,3.0000,0.2000,2.0000,50,2026,9994536421,9994536477,2994
docs\inst_test\instancias\n_1000_3,30,500,0.8000,3.0000,0.2000,2.0000,80,42,9981260200,9981256135,2988
docs\inst_test\instancias\n_1000_3,30,500,0.8000,3.0000,0.2000,2.0000,80,123,9981260200,9981256135,2983
docs\inst_test\instancias\n_1000_3,30,500,0.8000,3.0000,0.2000,2.0000,120,123,9981260200,9981256135,2987
docs\inst_test\instancias\n_1000_3,30,500,0.8000,3.0000,0.3000,0.5000,50,42,9981260200,9981256135,2966
docs\inst_test\instancias\n_1000_3,30,500,0.8000,3.0000,0.3000,0.5000,50,123,9981260200,9981256135,2911
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.1000,0.5000,50,42,9981260200,9981256135,1171
docs\inst_test\instancias\n_1000_3,30,500,0.8000,3.0000,0.3000,0.5000,80,42,9981260200,9981256135,3005
docs\inst_test\instancias\n_1000_3,30,500,0.8000,3.0000,0.3000,0.5000,80,123,9981260200,9981256135,3029
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.1000,0.5000,50,123,9981260200,9981256135,1170
docs\inst_test\instancias\n_1000_3,30,500,0.8000,3.0000,0.3000,0.5000,120,42,9981260200,9981256135,3029
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.1000,0.5000,50,2026,9981260200,9981256135,1171
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.1000,0.5000,80,42,9981260200,9981256135,1171
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.1000,0.5000,80,2026,9981260200,9981256135,1171
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.1000,1.0000,50,42,9981260200,9981256135,1169
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.1000,1.0000,50,123,9981260200,9981256135,1170
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.1000,1.0000,120,42,9981260200,9981256135,1170
docs\inst_test\instancias\n_1000_3,30,500,0.8000,3.0000,0.3000,1.0000,120,42,9981260200,9981256135,2974
docs\inst_test\instancias\n_1000_3,30,500,0.8000,3.0000,0.3000,2.0000,50,42,9981260200,9981256135,2959
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.1000,2.0000,80,2026,9981260200,9981256135,1170
docs\inst_test\instancias\n_1000_3,30,500,0.8000,3.0000,0.3000,2.0000,50,123,9981260200,9981256135,2988
docs\inst_test\instancias\n_1000_3,30,500,0.8000,3.0000,0.3000,2.0000,50,2026,9994536388,9994536528,2969
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.1000,2.0000,120,2026,9981260200,9981256135,1170
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.2000,0.5000,50,123,9981260200,9981256135,1172
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.2000,0.5000,50,2026,9981260200,9981256135,1171
docs\inst_test\instancias\n_1000_3,30,500,0.8000,3.0000,0.3000,2.0000,80,123,9981260200,9981256135,2988
docs\inst_test\instancias\n_1000_3,30,500,0.8000,3.0000,0.3000,2.0000,120,123,9981260200,9981256135,2977
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.2000,0.5000,80,42,9981260200,9981256135,1170
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.2000,0.5000,80,123,9981260200,9981256135,1171
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.2000,0.5000,80,2026,9981260200,9981256135,1198
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.2000,0.5000,120,42,9981260200,9981256135,1171
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.2000,1.0000,50,42,9981260200,9981256135,1171
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.2000,1.0000,80,42,9981260200,9981256135,1171
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.2000,1.0000,80,123,9981260200,9981256135,1172
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.2000,1.0000,80,2026,9981260200,9981256135,1172
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.1000,0.5000,80,123,9981260200,9981256135,3563
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.1000,0.5000,120,123,9981260200,9981256135,3461
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.1000,0.5000,120,2026,9981260200,9981256135,3372
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.2000,1.0000,120,2026,9981260200,9981256135,1165
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.1000,0.5000,120,42,9981260200,9981256135,3496
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.1000,1.0000,80,123,9981260200,9981256135,3255
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.1000,1.0000,50,2026,9981260200,9981256135,3329
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.1000,2.0000,50,123,9981260200,9981256135,3208
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.1000,1.0000,80,2026,9981260200,9981256135,3267
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.1000,1.0000,120,2026,9981260200,9981256135,3224
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.1000,1.0000,120,123,9981260200,9981256135,3250
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.1000,2.0000,50,2026,9981260200,9981256135,3171
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.1000,2.0000,80,42,9981260200,9981256135,3105
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.1000,2.0000,120,42,9981260200,9981256135,2948
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.1000,2.0000,80,123,9981260200,9981256135,3145
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.2000,2.0000,50,42,9981260200,9981256135,1165
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.1000,1.0000,80,42,9981260200,9981256135,3478
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.1000,2.0000,50,42,9981260200,9981256135,3387
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.2000,0.5000,50,42,9981260200,9981256135,2890
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.1000,2.0000,120,123,9981260200,9981256135,2993
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.2000,2.0000,50,123,9981260200,9981256135,1225
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.2000,2.0000,50,2026,9981260200,9981256135,1223
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.2000,1.0000,50,123,9981260200,9981256135,2151
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.2000,0.5000,120,123,9981260200,9981256135,2342
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.2000,1.0000,50,2026,9981260200,9981256135,2174
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.2000,0.5000,120,2026,9981260200,9981256135,2264
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.2000,1.0000,120,42,9981260200,9981256135,2023
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.2000,1.0000,120,123,9981260200,9981256135,1899
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.2000,2.0000,80,42,9981260200,9981256135,1238
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.2000,2.0000,80,123,9981260200,9981256135,1270
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.2000,2.0000,120,42,9981260200,9981256135,1245
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.2000,2.0000,80,2026,9981260200,9981256135,1281
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.3000,0.5000,50,42,9981260200,9981256135,1103
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.2000,2.0000,120,2026,9981260200,9981256135,1120
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.2000,2.0000,120,123,9981260200,9981256135,1209
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.3000,0.5000,50,123,9981260200,9981256135,1138
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.3000,0.5000,80,42,9981260200,9981256135,1111
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.3000,0.5000,80,2026,9981260200,9981256135,1109
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.3000,1.0000,50,123,9981260200,9981256135,1086
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.3000,0.5000,120,2026,9981260200,9981256135,1131
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.3000,0.5000,50,2026,9981260200,9981256135,1239
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.3000,1.0000,50,2026,9981260200,9981256135,1108
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.3000,1.0000,80,42,9981260200,9981256135,1092
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.3000,0.5000,120,42,9981260200,9981256135,1214
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.3000,0.5000,80,123,9981260200,9981256135,1246
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.3000,0.5000,120,123,9981260200,9981256135,1239
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.3000,1.0000,120,42,9981260200,9981256135,1100
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.3000,1.0000,80,123,9981260200,9981256135,1162
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.3000,1.0000,80,2026,9981260200,9981256135,1145
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.3000,1.0000,50,42,9981260200,9981256135,1256
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.1000,0.5000,50,42,9999224074,9999224043,457
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.3000,1.0000,120,2026,9981260200,9981256135,1196
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.1000,0.5000,50,123,9999224133,9999224035,457
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.1000,0.5000,50,2026,9999224019,9999224142,444
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.3000,2.0000,50,42,9981260200,9981256135,1205
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.3000,1.0000,120,123,9981260200,9981256135,1246
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.1000,0.5000,80,42,9999224079,9999224069,443
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.1000,0.5000,80,123,9999224133,9999224035,444
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.1000,0.5000,80,2026,9999224093,9999224047,455
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.1000,0.5000,120,2026,9999224088,9999224062,421
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.1000,0.5000,120,42,9999224075,9999224072,449
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.1000,0.5000,120,123,9999224133,9999224035,433
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.3000,2.0000,50,123,9981260200,9981256135,1231
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.1000,1.0000,50,42,9999224074,9999224043,433
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.3000,2.0000,50,2026,9981260200,9981256135,1114
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.1000,1.0000,80,42,9999224079,9999224069,423
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.1000,1.0000,50,123,9999224133,9999224035,461
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.1000,1.0000,50,2026,9999224019,9999224142,453
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.1000,1.0000,80,123,9999224133,9999224035,449
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.1000,1.0000,120,123,9999224133,9999224035,418
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.1000,1.0000,80,2026,9999224093,9999224047,458
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.1000,1.0000,120,42,9999224075,9999224072,448
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.3000,2.0000,80,42,9981260200,9981256135,1216
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.3000,2.0000,120,42,9981260200,9981256135,1164
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.3000,2.0000,80,123,9981260200,9981256135,1200
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.1000,1.0000,120,2026,9999224051,9999223979,453
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.1000,2.0000,50,123,9999224133,9999224035,433
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.1000,2.0000,50,2026,9999224102,9999224014,445
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.1000,2.0000,50,42,9999224019,9999224079,462
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.3000,2.0000,120,123,9981260200,9981256135,1140
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.3000,2.0000,80,2026,9981260200,9981256135,1234
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.1000,2.0000,80,42,9999224079,9999224069,456
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.1000,2.0000,80,123,9999224133,9999224035,425
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.1000,2.0000,120,42,9999224075,9999224072,424
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.1000,2.0000,80,2026,9999224094,9999224193,443
docs\inst_test\instancias\n_1000_3,30,500,0.8000,4.0000,0.3000,2.0000,120,2026,9981260200,9981256135,1172
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.1000,2.0000,120,2026,9999224079,9999224035,445
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.1000,2.0000,120,123,9999224133,9999224035,453
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.2000,0.5000,50,42,9999224111,9999224117,459
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.2000,0.5000,50,123,9999224158,9999224151,448
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.2000,0.5000,50,2026,9999224054,9999224130,440
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.2000,0.5000,80,42,9999224085,9999223968,433
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.2000,0.5000,80,123,9999224133,9999224035,450
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.2000,0.5000,80,2026,9999224071,9999224046,445
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.2000,0.5000,120,42,9999224117,9999224182,442
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.2000,0.5000,120,123,9999224133,9999224035,453
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.2000,0.5000,120,2026,9999224035,9999224080,440
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.2000,1.0000,50,42,9999224111,9999224117,427
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.2000,1.0000,50,123,9999224158,9999224151,462
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.2000,1.0000,50,2026,9999224054,9999224130,444
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.2000,1.0000,80,123,9999224133,9999224035,433
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.2000,1.0000,80,42,9999224085,9999223968,455
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.2000,1.0000,120,42,9999224117,9999224182,443
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.2000,1.0000,120,123,9999224133,9999224035,441
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.2000,1.0000,80,2026,9999224071,9999224046,460
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.2000,2.0000,50,42,9999224111,9999224117,426
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.2000,1.0000,120,2026,9999224035,9999224080,448
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.2000,2.0000,50,2026,9999224054,9999224130,438
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.2000,2.0000,50,123,9999224158,9999224151,456
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.2000,2.0000,80,123,9999224133,9999224035,444
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.2000,2.0000,80,2026,9999224071,9999224046,451
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.2000,2.0000,120,42,9999224117,9999224182,447
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.2000,2.0000,120,2026,9999224035,9999224080,445
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.2000,2.0000,120,123,9999224133,9999224035,453
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.3000,0.5000,50,42,9999224090,9999224090,452
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.3000,0.5000,80,42,9999224098,9999224160,436
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.3000,0.5000,80,2026,9999224031,9999224109,453
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.3000,0.5000,120,42,9999224071,9999224040,449
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.3000,1.0000,50,123,9999224133,9999224035,427
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.3000,0.5000,120,123,9999224133,9999224035,460
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.3000,0.5000,120,2026,9999223978,9999224177,459
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.3000,1.0000,50,42,9999224090,9999224090,460
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.3000,1.0000,50,2026,9999224123,9999224172,447
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.3000,1.0000,80,42,9999224098,9999224160,429
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.3000,1.0000,80,123,9999224133,9999224035,440
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.3000,1.0000,80,2026,9999224031,9999224109,439
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.3000,1.0000,120,42,9999224071,9999224040,458
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.3000,0.5000,80,123,9999224133,9999224035,655
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.3000,1.0000,120,123,9999224133,9999224035,454
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.3000,1.0000,120,2026,9999223978,9999224177,449
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.3000,2.0000,50,42,9999224047,9999224199,456
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.3000,2.0000,80,123,9999224133,9999224035,434
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.3000,2.0000,50,2026,9999224127,9999224107,453
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.3000,2.0000,50,123,9999224133,9999224035,454
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.3000,2.0000,80,42,9999224098,9999224160,455
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.3000,2.0000,80,2026,9999224031,9999224109,448
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.3000,2.0000,120,2026,9999223978,9999224177,444
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.3000,2.0000,120,123,9999224133,9999224035,458
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.3000,2.0000,120,42,9999224071,9999224040,465
docs\inst_test\instancias\n_1000_3,30,500,1.0000,3.0000,0.1000,0.5000,50,42,9981260200,9981256135,435
docs\inst_test\instancias\n_1000_3,30,500,1.0000,3.0000,0.1000,0.5000,50,123,9994536399,9994536500,433
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.2000,2.0000,80,42,9999223972,9999224121,941
docs\inst_test\instancias\n_1000_3,30,500,1.0000,3.0000,0.1000,0.5000,50,2026,9994536431,9994536505,456
docs\inst_test\instancias\n_1000_3,30,500,1.0000,3.0000,0.1000,0.5000,80,42,9994536355,9994536483,464
docs\inst_test\instancias\n_1000_3,30,500,1.0000,3.0000,0.1000,0.5000,80,123,9994536366,9994536517,481
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.3000,0.5000,50,123,9999224133,9999224035,934
docs\inst_test\instancias\n_1000_3,30,500,1.0000,3.0000,0.1000,0.5000,80,2026,9981260200,9981256135,461
docs\inst_test\instancias\n_1000_3,30,500,1.0000,2.0000,0.3000,0.5000,50,2026,9999224123,9999224172,931
docs\inst_test\instancias\n_1000_3,30,500,1.0000,3.0000,0.1000,0.5000,120,42,9994536343,9994536494,451
docs\inst_test\instancias\n_1000_3,30,500,1.0000,3.0000,0.1000,0.5000,120,2026,9981260200,9981256135,446
docs\inst_test\instancias\n_1000_3,30,500,1.0000,3.0000,0.1000,1.0000,50,42,9981260200,9981256135,448
docs\inst_test\instancias\n_1000_3,30,500,1.0000,3.0000,0.1000,0.5000,120,123,9981260200,9981256135,488
docs\inst_test\instancias\n_1000_3,30,500,1.0000,3.0000,0.1000,1.0000,50,123,9994536399,9994536500,464
docs\inst_test\instancias\n_1000_3,30,500,1.0000,3.0000,0.1000,1.0000,80,123,9994536366,9994536517,440
docs\inst_test\instancias\n_1000_3,30,500,1.0000,3.0000,0.1000,1.0000,80,42,9994536355,9994536483,450
docs\inst_test\instancias\n_1000_3,30,500,1.0000,3.0000,0.1000,1.0000,120,42,9994536343,9994536494,452
docs\inst_test\instancias\n_1000_3,30,500,1.0000,3.0000,0.1000,1.0000,80,2026,9981260200,9981256135,503
docs\inst_test\instancias\n_1000_3,30,500,1.0000,3.0000,0.1000,1.0000,120,123,9981260200,9981256135,446
docs\inst_test\instancias\n_1000_3,30,500,1.0000,3.0000,0.1000,2.0000,50,123,9994536399,9994536500,452
docs\inst_test\instancias\n_1000_3,30,500,1.0000,3.0000,0.1000,2.0000,50,2026,9994536431,9994536505,450
docs\inst_test\instancias\n_1000_3,30,500,1.0000,3.0000,0.1000,2.0000,50,42,9981260200,9981256135,475
docs\inst_test\instancias\n_1000_3,30,500,1.0000,3.0000,0.1000,2.0000,80,42,9994536355,9994536483,454
docs\inst_test\instancias\n_1000_3,30,500,1.0000,3.0000,0.1000,2.0000,80,2026,9981260200,9981256135,450
docs\inst_test\instancias\n_1000_3,30,500,1.0000,3.0000,0.1000,2.0000,80,123,9994536366,9994536517,453
docs\inst_test\instancias\n_1000_3,30,500,1.0000,3.0000,0.1000,2.0000,120,42,9994536343,9994536494,452
docs\inst_test\instancias\n_1000_3,30,500,1.0000,3.0000,0.1000,2.0000,120,123,9981260200,9981256135,458
docs\inst_test\instancias\n_1000_3,30,500,1.0000,3.0000,0.2000,0.5000,50,42,9981260200,9981256135,454
docs\inst_test\instancias\n_1000_3,30,500,1.0000,3.0000,0.2000,0.5000,50,2026,9994536388,9994536528,452
docs\inst_test\instancias\n_1000_3,30,500,1.0000,3.0000,0.1000,2.0000,120,2026,9981260200,9981256135,466
docs\inst_test\instancias\n_1000_3,30,500,1.0000,3.0000,0.2000,0.5000,50,123,9994536399,9994536500,471
docs\inst_test\instancias\n_1000_3,30,500,1.0000,3.0000,0.2000,0.5000,80,42,9994536355,9994536483,459
docs\inst_test\instancias\n_1000_3,30,500,1.0000,3.0000,0.2000,0.5000,80,123,9981260200,9981256135,449
docs\inst_test\instancias\n_1000_3,30,500,1.0000,3.0000,0.2000,0.5000,80,2026,9981260200,9981256135,433
docs\inst_test\instancias\n_1000_3,30,500,1.0000,3.0000,0.2000,0.5000,120,42,9981260200,9981256135,458
